id,predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
0,3.38503456e+01 3.64597816e+01 4.97811165e+01 5.24348450e+01 5.42683678e+01 6.09345779e+01 6.91956787e+01 6.98844910e+01 7.66009979e+01 8.07098770e+01 8.60778122e+01 9.18696671e+01 1.06347923e+02 1.08719734e+02 1.12577446e+02 1.14607216e+02 1.22107788e+02 1.26186005e+02 1.28767914e+02 1.32245071e+02 1.35703094e+02 1.43607254e+02 1.46733368e+02 1.51391937e+02 1.56160538e+02 1.60203552e+02 1.57032623e+02 1.66709686e+02 1.69632690e+02 1.70821396e+02 1.71288391e+02 1.75383072e+02 1.72396378e+02 1.77464798e+02 1.82738770e+02 1.83123322e+02 1.80926849e+02 1.75620087e+02 1.75963791e+02 1.83280624e+02 1.75445038e+02 1.74714142e+02 1.76822083e+02 1.79031235e+02 1.75364441e+02 1.72853668e+02 1.65722733e+02 1.71355637e+02 1.68164047e+02 1.71161514e+02 1.66815811e+02 1.60938766e+02 1.57243225e+02 1.57509415e+02 1.54736816e+02 1.55003555e+02 1.52723877e+02 1.43950836e+02 1.41921310e+02 1.45506042e+02 1.41889969e+02 1.42346863e+02 1.38058517e+02 1.24578911e+02 1.22902145e+02 1.25173553e+02 1.18360001e+02 1.16327148e+02 1.13805389e+02 1.07423141e+02 1.01369568e+02 1.03685318e+02 9.36088715e+01 9.74831848e+01 9.61338196e+01 8.55239868e+01 8.05817337e+01 8.48645935e+01 7.37122726e+01 7.20605469e+01 8.13376694e+01 6.56706619e+01 6.00969276e+01 6.21953049e+01 5.49810867e+01 4.72503357e+01 5.11773224e+01 4.77235031e+01 3.75975647e+01 4.37461853e+01 3.49502144e+01 3.03617382e+01 3.82761917e+01 2.56772537e+01 2.03248825e+01 2.17910671e+01 1.86370773e+01 1.86138344e+01 2.34396706e+01 9.25514889e+00 6.25150204e+00 4.07051611e+00 3.56728345e-01 2.77779508e+00 8.95168591e+00 7.12510395e+00 7.40501881e-02 8.68931532e-01 1.13287091e+00 4.09464264e+00 8.28026390e+00 5.11790848e+00 1.71325469e+00 9.68229103e+00 2.14394212e+00 4.80701208e+00 6.29454947e+00 2.53789639e+00 1.05764360e+01 1.45156679e+01,5105.853734,71.45525687,2.897316004,rolling6,6,0.323908551,0.017984084
1, 13.946825   16.20346    29.190062   30.703667   31.219213   38.01089  45.427982   45.727554   51.114452   55.654602   59.570312   65.270874  77.90405    83.025246   84.863754   86.740585   93.032394   97.77812 100.52239   104.58471   105.70525   113.90495   116.734764  121.688225 129.78278   131.04794   128.00256   137.82246   140.92445   142.74303 144.97379   149.56177   144.21457   151.29233   158.82101   159.77043 159.07704   152.67906   149.89986   160.24289   154.59685   153.36748 159.88438   161.3386    152.79433   153.4897    149.72353   154.48656 154.11292   157.85704   149.98164   146.803     144.84438   144.03067 144.50035   144.92053   138.66405   133.31268   131.97804   133.76279 134.97711   136.80545   128.12234   115.45306   116.05261   119.15136 115.170975  113.65606   106.84181   100.69861    97.01158    99.77424  93.46841    96.24743    92.97428    81.29021    78.25137    83.62958  74.38699    73.476395   79.76109    65.188      61.229546   62.819424  56.90017    50.5691     54.129234   47.089375   40.684956   45.37049  38.358803   33.45572    42.12274    26.7471     23.998013   24.634024  21.380362   21.621084   26.583946    9.089102    7.659195    5.175651   1.0689907   3.3511524  10.793247    4.569213    0.          0.   0.          0.          7.0310616   0.          0.          3.5552282   0.          0.          0.9220525   0.          0.          3.1361086,2223.830418,47.15750648,7.87E+15,rolling6,6,0.653948301,-0.024398732
2,7.94178343e+00 9.53438187e+00 2.26367989e+01 2.42857971e+01 2.40983143e+01 3.03715420e+01 3.73962936e+01 3.70339088e+01 4.16594505e+01 4.71401367e+01 4.98049583e+01 5.53740349e+01 6.67910995e+01 7.35431442e+01 7.41450882e+01 7.57792130e+01 8.10419540e+01 8.65937119e+01 8.88362045e+01 9.33194351e+01 9.31392899e+01 1.01116272e+02 1.03175499e+02 1.08358124e+02 1.18307869e+02 1.18329849e+02 1.15000465e+02 1.24778999e+02 1.27380539e+02 1.29788971e+02 1.33041473e+02 1.38150009e+02 1.30863434e+02 1.38772720e+02 1.47455994e+02 1.48942520e+02 1.49057571e+02 1.42351410e+02 1.37329407e+02 1.49085068e+02 1.44732697e+02 1.43363083e+02 1.52194199e+02 1.53423111e+02 1.42174133e+02 1.44142731e+02 1.42363922e+02 1.46527603e+02 1.47592270e+02 1.51676666e+02 1.41935333e+02 1.39951431e+02 1.38979721e+02 1.37677292e+02 1.39586090e+02 1.40232239e+02 1.31621506e+02 1.28190323e+02 1.27237061e+02 1.27917053e+02 1.31378708e+02 1.33996841e+02 1.23326500e+02 1.11089096e+02 1.12706909e+02 1.15939018e+02 1.13100212e+02 1.12115097e+02 1.03300911e+02 9.72082214e+01 9.43451538e+01 9.71193542e+01 9.27761688e+01 9.48302689e+01 9.11189728e+01 7.86313553e+01 7.63278656e+01 8.18352203e+01 7.34153061e+01 7.33430786e+01 7.86768265e+01 6.46926651e+01 6.06702003e+01 6.16660652e+01 5.66493568e+01 5.16854668e+01 5.49592361e+01 4.62810059e+01 4.17379227e+01 4.52197189e+01 3.93638573e+01 3.43381042e+01 4.37417221e+01 2.71932983e+01 2.60050621e+01 2.60534554e+01 2.28413410e+01 2.33782539e+01 2.86355076e+01 9.39587402e+00 8.95866966e+00 6.28774261e+00 1.90431666e+00 4.30239773e+00 1.30166273e+01 4.48693132e+00 0.00000000e+00 7.09407926e-01 0.00000000e+00 0.00000000e+00 8.50204563e+00 0.00000000e+00 0.00000000e+00 2.91521668e+00 0.00000000e+00 0.00000000e+00 7.90864766e-01 0.00000000e+00 0.00000000e+00 7.38145411e-02,1127.59325,33.5796553,3.59E+15,rolling6,6,0.816055118,-0.081223827
3, 10.146549   11.231539   24.545446   26.459293   26.0646     31.706627  38.80977    37.539165   42.12573    48.268875   50.090748   55.453773  66.2965     73.26792    73.20451    74.80225    79.311325   85.189606  86.91099    91.31381    90.31802    98.090805   99.27835   104.5114 115.30874   114.29425   110.64785   120.17421   122.0272    124.692406 128.3548    133.5094    125.05911   132.98708   141.94629   143.5668 144.09677   137.28606   130.98747   142.97644   139.18158   137.73615 147.53145   149.10036   136.4804    138.33249   137.71187   141.70084 143.15868   147.7381    137.22662   135.24171   134.98264   133.59067 135.65251   136.66058   127.14221   124.32824   123.74525   124.16276 128.04265   130.97005   119.67892   107.491776  109.7094    112.88601 110.30375   109.28858   100.07221    94.2267     91.36533    94.116035  90.55051    92.07274    88.70076    76.087975   73.71164    79.06522  71.045334   71.49267    76.81787    63.214363   58.75311    59.04275  55.03541    50.690304   53.64094    44.68703    41.031475   43.517986  38.666687   33.40146    43.2449     26.577381   26.140326   25.66357  22.657879   23.419792   28.847006    8.931041    9.262592    6.486249   2.1367176   4.7049637  14.023387    4.6313634   0.          1.8207284   0.          0.         10.193225    0.          0.          4.378676   0.          0.          2.669759    0.          0.          1.2888545,788.4621244,28.07956774,2.60E+15,rolling6,6,0.864681007,-0.096540844
4, 34.852264    35.265137    48.828957    51.32001     51.899166  55.97351     64.723785    60.589928    66.85571     73.32071  74.578255    79.02201     90.280945    93.61121     93.404175  95.63592     99.04377    103.951614   105.11965    107.676544 105.73299    113.25123    112.21       117.01231    127.1718 123.92937    119.51561    127.62754    127.421745   129.60094 132.71599    136.51611    127.58377    133.55951    140.78291 141.4497     142.08217    135.57158    129.0832     138.26596 133.88206    132.539      141.1605     145.37965    132.8354 130.60733    130.80554    135.73047    135.38222    141.90685 132.49231    127.24567    128.2376     127.791245   126.85246 128.982      121.58928    116.53493    117.13196    119.54432 119.576126   121.87417    112.65799     99.68445    102.376465 105.307655   101.16459     98.38397     92.41223     87.67146  82.911995    85.75052     80.91547     81.75276     80.736786  69.91981     65.246025    69.71303     61.78297     62.27724  69.532974    56.338642    50.404892    48.770695    47.56827  42.385048    44.24406     38.214375    33.986176    34.777885  32.189274    26.119867    35.710285    21.446678    20.589787  19.020025    17.000143    18.2079      23.309233     4.7478504   6.294453     3.5975847    0.32801762   3.4565482   11.81127   4.0652895    0.84328955   3.4884615    0.7651424    2.7798622  13.1114025    3.0629098    0.949419    11.506875     1.0799266   2.472972    10.816854     0.23250805   7.6507115   13.781258  ,783.4065464,27.98940061,1.013073414,rolling6,6,0.864993359,-0.055816993
5,7.16078262e+01 7.13297729e+01 8.38796463e+01 8.67778931e+01 8.93457336e+01 9.15997772e+01 1.03518021e+02 9.54003754e+01 1.03871468e+02 1.09190163e+02 1.10841370e+02 1.13464043e+02 1.25945824e+02 1.22755554e+02 1.22708626e+02 1.25751976e+02 1.27697563e+02 1.30338699e+02 1.32267227e+02 1.31696548e+02 1.28487396e+02 1.35191101e+02 1.31439911e+02 1.35634399e+02 1.43993301e+02 1.38065369e+02 1.32753769e+02 1.37327896e+02 1.35327408e+02 1.36289093e+02 1.38000961e+02 1.39348297e+02 1.31090393e+02 1.33647705e+02 1.37918701e+02 1.36800018e+02 1.36945343e+02 1.31012085e+02 1.26033958e+02 1.29498657e+02 1.23773865e+02 1.23081612e+02 1.28576843e+02 1.37289627e+02 1.25949097e+02 1.16677956e+02 1.17483994e+02 1.24369202e+02 1.20245003e+02 1.29835205e+02 1.23317932e+02 1.12471031e+02 1.14916031e+02 1.16042419e+02 1.10005089e+02 1.13137810e+02 1.10833199e+02 1.01108368e+02 1.03510010e+02 1.09698181e+02 1.03277908e+02 1.04143417e+02 9.87425995e+01 8.46094742e+01 8.76119461e+01 9.03242264e+01 8.38645172e+01 7.79395370e+01 7.73780441e+01 7.42717285e+01 6.67955399e+01 6.98801193e+01 6.27384529e+01 6.28916779e+01 6.45121307e+01 5.72394485e+01 4.91121597e+01 5.24446678e+01 4.49241753e+01 4.46278839e+01 5.42415810e+01 4.17162857e+01 3.49354134e+01 3.08392868e+01 3.35378685e+01 2.63670387e+01 2.64192543e+01 2.55485725e+01 2.00002766e+01 1.91587162e+01 1.98168240e+01 1.29436264e+01 2.12883759e+01 1.11240816e+01 9.29107857e+00 6.61793470e+00 6.09060240e+00 8.25669479e+00 1.22299395e+01 0.00000000e+00 1.52631104e-02 0.00000000e+00 0.00000000e+00 9.26545799e-01 6.48703623e+00 2.16962695e+00 1.55614102e+00 5.44142199e+00 6.00157833e+00 7.40873003e+00 1.59090347e+01 8.68372440e+00 1.03088436e+01 2.12259846e+01 1.30332985e+01 1.62122345e+01 2.26598835e+01 1.64988651e+01 2.65256462e+01 3.31196327e+01,859.5722787,29.3184631,5.93E+14,rolling6,6,0.871695041,-0.086683275
6,1.07322563e+02 1.06091621e+02 1.14904991e+02 1.18435982e+02 1.23894897e+02 1.24475494e+02 1.40703506e+02 1.28884537e+02 1.37951019e+02 1.39877579e+02 1.43856918e+02 1.43413269e+02 1.57583939e+02 1.47041031e+02 1.47368622e+02 1.50313431e+02 1.50447327e+02 1.50392471e+02 1.55383484e+02 1.51795731e+02 1.47466049e+02 1.51556427e+02 1.45526566e+02 1.49799622e+02 1.54961197e+02 1.48993423e+02 1.42386200e+02 1.40788193e+02 1.38780762e+02 1.38382431e+02 1.37895004e+02 1.37131226e+02 1.30898071e+02 1.29264740e+02 1.30391342e+02 1.27557442e+02 1.26140564e+02 1.21772911e+02 1.20368507e+02 1.15506592e+02 1.08429390e+02 1.09553848e+02 1.10037697e+02 1.23840927e+02 1.15162308e+02 9.77250671e+01 9.85811386e+01 1.07896629e+02 9.86028671e+01 1.11141579e+02 1.09428841e+02 9.24109039e+01 9.55551376e+01 9.85669632e+01 8.68374710e+01 8.98164825e+01 9.49462433e+01 7.92094193e+01 8.35916290e+01 9.43235550e+01 8.09940186e+01 7.98818741e+01 7.95218353e+01 6.50696411e+01 6.72299500e+01 6.98571548e+01 6.11267586e+01 5.22946625e+01 5.76665955e+01 5.55182190e+01 4.57628822e+01 4.91007881e+01 3.94710083e+01 3.94870796e+01 4.20127335e+01 3.91094589e+01 2.78168526e+01 2.98523731e+01 2.32590313e+01 2.12825871e+01 3.25323448e+01 2.08738995e+01 1.47715044e+01 9.05120659e+00 1.47375717e+01 5.88340950e+00 3.64724612e+00 8.89860249e+00 1.17625558e+00 3.77132706e-02 3.76812458e+00 0.00000000e+00 3.20581007e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.32375622e+00 1.44202650e+00 4.49309015e+00 9.66755199e+00 1.41575737e+01 1.36678743e+01 1.93350506e+01 1.70625286e+01 2.32692604e+01 3.18694382e+01 2.75428905e+01 3.33230858e+01 3.68453522e+01 3.82371292e+01 4.99111481e+01 5.50698700e+01,1052.458303,32.44161376,5.10E+15,rolling6,6,0.859866464,-0.094834462
7,114.09159    112.16894    114.80455    118.29317    126.44581 127.25269    146.81404    134.11015    140.44614    137.07013 145.69753    141.71452    156.9254     141.58401    142.4143 144.4208     143.16888    140.39995    151.66853    146.1484 141.27994    142.07365    135.9517     140.7823     142.44861 140.40398    132.49916    124.7022     126.00881    124.35443 122.214005   121.03993    117.448296   113.96558    112.954956 109.239914   106.247345   104.25385    107.47671     95.5653  87.65243     91.4114      87.63127    104.74411     99.27699  77.1396      77.39601     88.2293      76.04912     90.12987  92.91944     73.07777     75.97243     80.45743     66.569115  67.90219     80.117714    59.90414     66.463524    81.02428  64.35773     61.727177    65.545044    53.103294    53.499905  57.515095    47.956226    38.809917    47.717014    44.398758  35.26938     39.451965    28.03007     29.323847    29.057304  29.261219    17.488472    19.19749     13.461147     9.214377  19.305553     8.095275     4.7704988    0.43748894   5.393512   0.           0.           1.0354494    0.           0.   0.           0.           0.           0.           0.   0.           0.           0.           0.           0.   0.           0.           0.           3.277852     0.   2.136696     8.120569    13.55052     20.53013     17.093586  19.368603    22.03255     31.504171    33.958584    33.743683  42.19859     42.376102    52.04812     62.343754    63.67463   ,841.085387,29.00147215,7.13E+15,rolling6,6,0.856583298,-0.109767946
8,130.75215    127.92406    127.44397    130.92432    139.69249 139.65947    160.40924    146.76169    152.11247    145.03468 155.01176    149.11885    163.77298    146.26524    147.32436 147.31508    144.43665    141.08894    153.5417     147.48137 142.90663    140.05904    132.78683    138.3326     137.45863 137.98256    129.40732    116.92663    118.9278     117.040184 112.895805   111.706024   110.04184    103.72761    101.52332  97.57926     92.751076    91.85558     97.66909     81.34142  73.62116     78.39496     71.45474     89.26485     86.61157  61.694847    61.702854    73.11148     57.747444    72.43506  78.68458     57.315014    59.50974     64.50599     48.34731  49.383484    64.80832     43.21799     49.895596    65.95493  47.375275    44.11494     49.97287     39.635212    39.036076  42.56878     33.0195      23.795393    34.870636    32.227356  22.583176    26.525267    15.82053     17.397552    16.56915  19.751541     7.6205444    8.844244     4.624101     0.23519114   9.874183     0.33769497   0.           0.           0.43383652   0.           0.           0.           0.           0.   0.           0.           0.           0.           0.   0.           0.           0.           0.           0.   0.           4.484082     9.655064    15.301102     9.192312  14.254412    22.007504    28.318645    36.596592    32.13965  32.631374    38.24167     49.26775     49.415443    51.164738  60.733856    59.48356     72.96096     82.44509     81.92839   ,890.8903563,29.84778646,6.80E+15,rolling6,6,0.844738953,-0.114819104
9,133.70482   130.52457   127.33506   129.52261   137.3986    138.05179 157.94029   145.37427   149.24876   137.82346   148.73137   141.99113 154.72495   137.47896   138.91972   136.54463   132.45914   128.51901 142.34369   136.05849   132.49538   126.60162   119.40135   124.967384 122.244514  125.432434  117.46469   101.20242   105.27358   102.9268  97.306015   96.422905   97.189606   89.455536   86.717766   82.85006  76.44246    75.846115   84.605545   66.370605   59.040676   64.45041  55.336754   71.83355    72.31033    47.334236   46.81557    58.132072  40.99319    55.403202   64.45708    43.948868   45.0187     49.766758  33.4665     33.88635    51.225204   30.225334   36.214954   52.801666  34.77168    31.460339   37.73508    30.637754   29.322268   32.743206  24.537271   16.396093   27.677252   25.818022   16.69138    20.421593  11.842904   14.314698   11.828027   17.621695    6.6356883   8.399402   5.8403835   1.7751158   8.928855    1.3759239   2.6081817   0.   5.6278567   0.          0.          5.64206     0.          0.   5.421982    5.0191107   2.2308562   5.27582     2.8193269   3.5523417   6.282264   13.87601     8.7889805  12.763779   14.686765   21.789446  27.603666   33.146614   24.886908   30.91309    39.13559    46.215115  54.74186    49.5689     48.026726   55.250885   66.225716   63.982285  67.03997    77.288994   74.21249    89.61876    97.23837    94.82581  ,754.2632412,27.46385336,2.53E+15,rolling6,6,0.837496815,-0.11763892
