id,predict_data,mse,rmse,smooth,skip,result_corr
0,51.171917 49.43365  49.53483  50.165524 52.307186 57.244957 47.843956 51.812996 53.20145  49.6166   48.301487 55.12119 ,665.99634,25.80690485,rolling3,1,0.1817566275611167
1,50.663673 50.803444 51.07718  50.95975  51.3507   54.917534 49.48545 52.093636 53.083416 50.596447 48.035496 54.744587,670.0945,25.88618323,rolling3,1,0.1824298295404183
2,52.287956 51.792564 52.498337 49.99502  54.569664 53.726627 49.469738 53.679165 54.325275 51.56239  47.02776  56.007484,644.3034,25.38313231,rolling3,1,0.06282064161245451
3,49.687862 51.07118  53.430702 49.949486 57.2043   53.654873 48.598743 53.04457  55.10951  49.754684 45.263084 56.139175,643.9505,25.37617979,rolling3,1,0.2430971167847551
4,50.320377 49.555984 54.69335  48.290524 58.873466 54.75323  47.14684 53.45514  55.207645 48.802452 44.47571  58.327606,636.70294,25.23297331,rolling3,1,0.09628390195040165
5,50.306465 49.244694 54.020588 47.79783  57.715645 55.309788 45.966076 53.932823 54.374878 50.790718 45.859802 57.865925,608.8109,24.67409397,rolling3,1,-0.07055657500594481
6,49.372437 49.236687 54.21856  49.194157 58.917038 53.296734 47.429863 53.095974 55.41448  47.272583 48.175735 58.651268,522.84265,22.86575281,rolling3,1,-0.11072719388715269
7,47.470516 50.200848 54.115967 50.568645 57.98837  55.25075  51.153904 51.598564 52.696606 45.547318 50.609528 55.163315,397.35043,19.93365078,rolling3,1,-0.08346999414237136
8,48.087967 53.93469  54.595512 48.807446 57.704685 55.47698  52.84137 49.475105 54.808235 44.6859   51.643898 53.153603,261.8129,16.18063338,rolling3,1,0.03726798796536071
9,52.87776  55.411205 56.13451  49.78147  55.21897  57.597404 54.564655 47.630203 53.72216  48.33898  50.778545 52.279457,131.90071,11.48480348,rolling3,1,0.35611997306401755
10,54.14863  57.016796 53.240253 47.287216 55.727867 58.59749  54.144444 48.4241   54.199863 48.498222 51.631367 51.09548 ,74.72828,8.64455199,rolling3,1,0.3001569322547573
11,51.49444  54.027744 51.036045 47.199726 54.412266 60.337776 52.29174 49.5814   54.615067 47.024258 52.489246 52.816498,55.929886,7.478628609,rolling3,1,-0.07960224303479799
12,52.426254 54.16757  49.84778  49.527924 49.958637 57.991028 50.6016 49.99537  52.863064 46.182953 53.144035 53.781796,24.890076,4.988995458,rolling3,1,0.07325064161667869
13,50.16781  51.191166 50.27205  49.336464 48.832973 58.25917  51.789017 49.995087 53.786926 44.271866 53.662056 53.057262,21.263334,4.611218307,rolling3,1,-0.1791020898885325
14,46.264572 48.54904  49.246998 50.066917 52.704964 60.879025 49.495716 50.83101  52.352028 40.342453 50.548134 51.53117 ,29.805107,5.459405381,rolling3,1,-0.4365368608512027
15,45.466953 49.779186 50.615963 49.69438  53.79443  60.15501  51.804783 50.76438  52.79493  41.265984 48.628063 49.834053,24.550436,4.954839656,rolling3,1,-0.38255342285972604
16,47.752975 50.532467 51.727875 47.533955 57.823227 59.250805 52.155735 51.929867 55.40121  43.749763 47.075745 50.91752 ,23.417269,4.839139257,rolling3,1,-0.13010503716118485
17,45.854416 49.316986 52.005455 47.178432 58.87507  59.095413 51.632526 50.59485  57.511803 44.63309  47.39622  51.72623 ,24.856483,4.98562769,rolling3,1,0.05040967564551176
18,49.47587  49.508945 51.457462 46.389236 56.90271  59.126293 50.015244 51.681705 58.157146 48.067146 48.482635 54.925056,18.871094,4.344087217,rolling3,1,0.13057253554515852
19,49.95638  50.37364  52.19269  47.13182  54.654568 61.309196 49.98462 50.590637 57.600697 49.478477 50.60589  56.156994,17.42136,4.173890274,rolling3,1,0.19300306066491194
20,50.934467 49.65725  52.3914   49.52917  49.91827  60.759087 49.48333 48.41103  57.03331  47.830017 52.502987 58.033096,16.663118,4.082048305,rolling3,1,0.3346269200388171
21,50.79716  50.093925 52.45733  51.884872 48.23493  61.480537 50.230408 47.453552 52.78708  47.401047 52.93069  56.297737,26.886055,5.185176467,rolling3,1,0.1940995350385969
22,52.399555 53.3737   52.8615   51.484585 47.662437 59.803917 49.50221 46.224556 53.751564 47.865234 53.281998 56.165474,43.01126,6.55829711,rolling3,1,0.14919880903277793
23,55.41463  52.563248 53.707146 52.623016 46.451572 58.385025 49.09245 47.12868  52.54385  50.800163 52.184654 56.943836,61.345123,7.832312768,rolling3,1,0.09401868513318874
24,56.474457 55.320587 52.531185 51.73877  47.327198 56.84522  48.99441 48.50103  53.585682 52.597874 52.48753  57.653008,70.09355,8.372189178,rolling3,1,0.035695655941080554
25,55.98859  55.534065 52.515236 50.513035 48.79261  57.875137 47.28011 48.46761  55.088913 52.25643  51.045994 59.818497,83.54546,9.140320758,rolling3,1,-0.14587038727223467
