id,predict_data,mse,rmse,smooth,skip,result_corr
0,42.835094 43.473835 43.929996 46.204384 40.850494 42.77535  36.412613 45.46763  40.58918  41.56414  40.20871  45.896942,421.20264,20.52322189,rolling12,3,-0.2074963317099688
1,43.58648  43.279716 44.775597 43.209385 41.434032 40.932076 34.299934 41.95434  39.54551  42.33864  44.26113  43.459415,709.13153,26.62952367,rolling12,3,-0.38031028115629106
2,39.751987 47.153576 46.520714 44.34053  42.339016 47.41592  38.254467 46.713783 42.856144 46.901234 44.046    42.510223,716.5433,26.76832595,rolling12,3,0.14024959155904124
3,39.44549  44.80051  43.879726 44.399555 40.654724 42.75783  40.20473 47.7345   42.65755  44.16397  44.285065 46.389137,697.9048,26.4178876,rolling12,3,-0.40541427768233196
4,39.563747 47.21956  42.580463 45.46324  41.246334 45.181965 38.082848 48.109493 44.676914 45.340145 40.182713 45.94315 ,477.64938,21.85519123,rolling12,3,-0.11777843916770317
5,41.52918  44.634468 44.483006 43.818176 40.092422 44.403503 35.827183 46.299026 44.927372 44.594696 41.60926  43.0164  ,258.9625,16.09231164,rolling12,3,0.012028267565842674
6,40.1173   44.042442 44.280598 41.81841  43.189346 47.298172 35.41645 42.944756 45.61588  43.95575  47.718292 43.59656 ,114.77912,10.71350183,rolling12,3,-0.1829078260279385
7,35.20588  43.8664   43.605694 40.770832 42.375584 46.900543 39.73845 46.073547 45.375824 46.30874  48.92948  43.653877,80.9896,8.999422267,rolling12,3,0.06713079013278159
8,38.502804 44.61893  45.147377 42.860943 45.61934  45.769127 35.698063 43.37323  46.69263  43.802876 49.12854  44.630936,102.01269,10.10013305,rolling12,3,0.35347867692978285
9,39.702156 45.182365 45.03332  42.731655 44.130623 46.483105 34.08276 42.3575   46.815025 44.33329  49.32132  43.88418 ,156.6983,12.51791928,rolling12,3,0.17321733730488625
10,40.560688 45.46173  45.60045  43.402313 43.65227  46.36638  33.109543 42.795067 46.114426 43.411312 48.297882 44.671776,203.23096,14.25590955,rolling12,3,-0.008717221673087455
11,40.863922 45.789185 46.093895 43.950798 43.07262  46.107643 32.507633 43.7752   45.454155 42.66411  46.620758 45.45492 ,242.06273,15.55836524,rolling12,3,0.2961106044305745
12,41.55896  46.36743  46.406185 45.416428 42.604824 45.715343 32.248734 45.555637 44.78048  41.865524 44.185936 46.380554,275.50067,16.5982129,rolling12,3,0.19700978408173508
13,41.846245 46.16895  46.701714 44.21887  41.989803 44.91229  31.541218 45.949486 43.772926 40.32337  43.60332  46.22313 ,385.8918,19.64412928,rolling12,3,0.0474404499705509
14,41.283234 47.19004  47.04331  44.100647 42.172443 45.576023 32.291176 47.88014  43.396732 40.800632 42.933983 45.97938 ,567.7203,23.82688137,rolling12,3,-0.04479666150024717
15,41.021152 47.028454 46.62755  43.746773 42.136032 44.86365  32.704685 48.284134 43.17101  40.444847 43.458035 46.10433 ,831.1442,28.82957208,rolling12,3,-0.08853231461260132
16,40.027737 47.498554 46.371403 43.009594 42.18147  45.3568   32.994648 48.74973  43.47251  40.84204  43.511497 45.32909 ,1109.191,33.30451981,rolling12,3,-0.074775968465892
17,39.81548  47.703777 46.19724  42.934196 41.326702 45.549057 33.21008 48.988007 44.33933  41.929565 44.10801  43.998215,1312.0054,36.22161469,rolling12,3,-0.029515215979889514
18,39.109688 47.957203 45.274086 42.652454 41.498474 46.157795 33.419086 48.9134   45.17463  42.09349  44.157978 44.09593 ,1376.5503,37.10189069,rolling12,3,-0.0950955510298444
19,38.685238 47.85045  44.688007 42.115116 40.799305 45.92342  33.73231 49.212112 45.41774  42.09432  43.563957 43.91916 ,1346.8197,36.69904225,rolling12,3,-0.09602601658281197
20,40.096897 48.551132 44.544785 42.690407 41.129765 46.323677 33.099575 48.95776  45.256886 41.838776 42.710884 43.971344,1267.9568,35.60838085,rolling12,3,0.11546391751601166
21,39.969246 48.629776 44.53373  41.654663 40.528633 47.02609  33.393093 48.71027  45.051853 41.940742 43.122604 43.601776,1313.1191,36.23698581,rolling12,3,0.06233425091308481
