id,predict_data,mse,rmse,smooth,skip,result_corr
0,29.291656 24.984182 27.335995 23.929668 28.712303 28.301455 30.398981 30.088776 30.864964 30.013334 31.2492   32.347893,946.0388,30.75774404,rolling12,6,0.7736136698077667
1,23.865633 27.013172 26.574461 29.977726 30.32703  27.193758 29.850937 29.095743 27.907232 28.386621 30.314116 32.222137,1765.9833,42.0236038,rolling12,6,0.3260052026526017
2,31.437983 27.898321 29.707884 24.90749  29.125916 24.005966 26.781446 28.705347 25.012848 25.351849 30.069761 28.060406,1341.2491,36.62306849,rolling12,6,0.23428226204646174
3,28.49431  23.857466 27.447813 29.672516 27.893482 31.373707 32.212605 30.812252 25.205523 24.740221 26.508919 29.208515,632.1418,25.14242997,rolling12,6,-0.2562593691995472
4,27.771887 24.213009 29.143623 30.450026 31.419954 30.325512 32.53083 30.804543 22.997631 27.315857 26.942112 32.57924 ,610.82465,24.7148669,rolling12,6,-0.008692011084390189
5,27.814077 24.009308 28.536617 30.820831 31.631094 30.443596 34.87364 32.359947 25.78571  28.51049  28.243956 34.62456 ,758.7971,27.54627233,rolling12,6,0.5392443050599947
6,27.709293 25.517979 28.232702 28.680904 31.973679 28.982286 33.38256 32.794773 27.15003  29.518486 30.22709  33.95681 ,900.0494,30.00082295,rolling12,6,0.36685722190787645
7,26.310118 25.736212 28.394972 29.27323  32.094444 28.06641  32.13115 31.66472  26.624943 28.136845 30.315544 32.29177 ,1383.8021,37.19949091,rolling12,6,0.40373096799755165
8,26.036886 25.209288 28.725212 29.878166 33.13102  28.08784  31.832457 30.384432 26.119064 25.66643  28.659164 31.296202,2245.6125,47.38789454,rolling12,6,0.29740492643248967
9,26.534153 23.7988   27.699848 30.784563 33.024    29.5783   32.91514 30.004303 25.908113 23.889431 26.690023 30.458368,2688.356,51.84935831,rolling12,6,0.4740820157679873
10,26.954062 24.251661 27.091316 29.973742 31.381159 29.601202 32.114838 30.21071  25.543268 24.354105 26.978544 29.76178 ,2555.9697,50.55659924,rolling12,6,-0.2599217971791826
