predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
58.290787 29.849644 42.87031  50.993633 60.362366 32.35188  45.907646 39.278484 37.842663 52.70924  23.774841 27.068205,1359.0458,36.86523805,0.44080725,raw,12,0.115612241,0
 28.240433   33.691223   60.35754    19.24964     7.9890327  29.1893  62.290634   22.479528   20.371029  125.575005   18.141064   53.497467 ,1066.3883,32.65560144,0.54281163,raw,12,-0.00176483,0
 49.33319   26.964823  80.308876  88.33284   33.243713  63.32914  30.81217   23.439962  32.319458 111.50687   57.23894   61.704975,690.0949,26.26965759,0.38339576,raw,12,0.203437094,0
 68.33957   44.660095  80.747856  76.7669    48.632057  46.057247  58.82977   23.675896  30.845467 109.65151   24.641758  38.77716 ,972.18066,31.1798118,0.38953242,raw,12,-0.284317383,0
 75.66842   17.12499   76.13253   78.60148   48.674793  26.88338  50.147316  10.047986  32.180866 100.47112   29.079012  40.005577,1826.6274,42.73906224,0.42601338,raw,12,0.100708498,0
61.347248 30.155287 88.43372  79.74105  50.950115 36.21707  39.173695 26.143059 31.024555 85.550804 26.87748  22.584616,1751.9697,41.85653744,0.43161574,raw,12,-0.315398949,0
58.454655 11.609678 68.947205 68.481346 45.985786 32.75104  52.87022 22.963709 42.7526   82.78484  31.155643 44.30928 ,4046.489,63.61201941,0.5593191,raw,12,0.001822662,0
 23.607199  54.603516 100.52097   81.45632   21.79019   49.96634  47.125072  33.63915   37.79804   57.029373  19.806023  10.642645,2771.3025,52.64316186,0.51915455,raw,12,-0.538777604,0
31.812502 23.281345 40.346813 67.55745  26.515974 40.477562 44.25163 24.323608 47.507572 30.434797 46.80234  28.587141,6547.352,80.91570954,0.6792671,raw,12,0.181014919,0
 15.750393  43.200485 101.82449   56.150753  24.437532  50.37465  40.322777  28.491207  14.596277  54.45767   51.542587  34.873116,4378.414,66.16958563,0.5873008,raw,12,-0.135913907,0
 2.554556  26.603617  22.25013   48.001144  33.909954  24.191975 49.35959   69.77491   17.505795  -2.5541914 23.069096  61.315243 ,8789.511,93.75239059,0.73564416,raw,12,-0.139814658,0
 20.587809  48.60888  107.5927    69.81376   26.102943  65.58634  36.581184  17.69477   37.510197  48.616066  39.04578   33.98576 ,3029.5251,55.04112232,0.5346259,raw,12,-0.361238586,0
 1.1945283 38.190834  37.425125  30.361334  36.472546  54.270523 37.675404  50.158333  41.288437  -1.6495124 39.25062   38.91632  ,8330.017,91.26892462,0.7297341,raw,12,0.344732398,0
24.318483 20.759356 95.52036  42.7887   42.423576 58.706654 41.40177 22.74342  28.384295 33.300255 39.170254 34.666676,2942.6653,54.24633889,0.56044626,raw,12,-0.454380147,0
-27.758574   46.62085    71.96989    56.61272    17.027096   50.90242  24.447552   47.853085   27.971663   -1.4985371  65.44948    49.29057  ,15580.216,124.8207347,0.7724375,raw,12,0.212157938,0
 6.8065352 20.63372   85.9358    58.75041   21.163702  58.665344 36.79127   38.03776   19.613825  10.248519  46.296463  45.97801  ,9459.452,97.25971493,0.71191126,raw,12,-0.266605744,0
