,predict_data,mse,rmse,mape,shap,smooth,skip
0,"[ 20.194134   24.151789   24.289864   27.751078   27.692137   28.165068
  34.012638   40.94882    45.571857   50.05132    52.633224   59.100166
  69.52069    71.78449    73.32233    66.68827    76.71111    77.98923
  84.12708    89.80824    87.113304   91.72919    92.2807     98.31135
 101.83115   107.44591   106.78474   113.948715  117.77992   116.82435
 117.13397   115.59699   119.6263    120.06332   121.69545   114.18949
 118.12      121.23538   125.31176   129.60384   128.06235   127.636894
 127.93398   130.24297   125.125336  132.45021   127.65724   126.126175
 124.675446  127.97114   125.21494   123.47677   125.06934   118.04431
 117.21045   119.88978   113.24268   118.335754  111.93418   107.58106
 105.54067   103.32796    98.28726   100.703514  102.517105   97.07277
  93.15831    89.9487     91.70369    80.14966    78.582886   73.76349
  68.82516    64.802345   73.63547    68.2548     61.015293   60.54465
  53.63359    55.777225   63.064087   53.323654   51.508324   56.008526
  44.84526    40.354225   42.634926   34.41615    28.737034   40.26522
  34.26286    35.81851    34.888588   22.951597   27.336094   31.686165
  22.560331   18.480476   21.01908    15.586818   11.878824   14.267045
  13.863204    9.526187   13.735962   12.677426   16.651028   14.183956
  10.029376   15.376067   13.294511    8.658897    6.4811063   8.73239
  10.7695265   8.462374   12.595556   18.08627    17.84089    19.43595  ]",2699.906131249028,51.96062096673815,1.0448566311555954,-1.8379803778252475,rolling13,3
1,"[ 17.458687   21.062147   21.510248   24.752365   24.465914   25.350746
  30.676      37.838005   42.6816     46.60442    49.09873    55.925724
  66.49261    68.471924   70.40053    63.338245   73.79861    74.97555
  81.3677     86.884766   84.295296   88.63003    89.068      95.0595
  98.53319   104.362976  103.21473   110.27095   114.404495  113.445816
 113.31165   111.69666   115.925156  116.0877    117.44791   109.748825
 113.5601    116.55045   120.41959   124.97015   123.39523   122.31398
 122.83108   124.88533   119.12496   127.44881   122.08675   120.30679
 118.98211   121.97694   118.93154   117.86816   119.16456   111.46896
 111.694664  114.49516   107.23123   112.5003    105.78141   101.45121
  99.873634   97.80944    92.09902    95.25103    97.39556    91.09733
  87.48612    84.795135   86.06488    74.40096    73.50003    68.32321
  63.988346   59.906754   69.12723    63.236385   56.518078   55.95126
  48.75947    51.72019    59.479404   49.747852   48.225452   52.560265
  41.793995   37.516678   40.065872   31.891926   26.34285    37.84322
  32.070824   33.92083    33.07869    21.0883     26.20299    30.717657
  21.379955   17.546806   19.858215   14.637799   10.979574   13.252241
  13.24497     8.867906   13.003141   12.112979   16.615349   13.547969
   9.548656   15.130316   12.50125     7.78604     6.0307956   7.6766734
   9.951249    7.582655   11.814676   17.284056   17.301535   18.362516 ]",2139.3882316870286,46.25352128959511,0.9610535185438958,-1.6503149562869073,rolling13,3
2,"[ 12.603966   16.022568   16.830292   19.798876   19.27443    20.827818
  25.810572   33.11082    38.09921    41.81286    44.311466   51.478973
  62.064693   63.916294   66.425026   59.087296   69.943565   71.14502
  77.85104    83.3798     81.0193     85.44007    85.84017    91.74993
  95.37885   101.44421    99.8784    107.05156   111.62994   110.70922
 110.40208   108.815315  113.137764  113.4335    114.55715   106.5348
 110.595604  113.42632   117.10365   122.13371   120.60863   118.87643
 119.872246  121.76327   115.44717   124.729866  118.92461   116.78191
 115.79732   118.71113   115.18805   114.83205   116.01635   107.76321
 108.988235  111.998436  104.07339   109.82351   103.03323    98.3044
  97.26818    95.50268    89.21917    92.823555   95.48089    88.37244
  84.87665    82.98013    83.72339    71.84442    71.487045   66.12479
  62.042942   57.933678   67.36431    60.89932    54.66468    54.082382
  46.376305   50.009975   58.081486   48.093315   46.687786   50.945473
  40.262974   36.01758    38.87815    30.537643   24.986593   36.50336
  30.695662   32.621048   31.942163   19.600355   25.294258   29.918676
  20.166807   16.441137   18.660578   13.311742    9.427747   11.849926
  11.579243    7.1242557  11.2996645  10.058949   14.981213   11.657435
   7.6168113  13.232087   10.264517    5.3333664   3.511113    4.8428297
   7.2235126   4.542804    9.029011   14.377268   14.594321   15.238244 ]",1624.2420978134473,40.30188702546628,0.9639272312006633,-5.229212949877193,rolling13,3
3,"[ 10.550588   13.896354   15.014371   17.832434   17.087076   19.372795
  24.366285   31.673332   36.494514   40.547264   43.065495   50.33681
  60.7972     62.540054   65.777664   58.382587   69.32731    70.58727
  77.478775   83.03023    80.98704    85.55197    85.94907    91.678665
  95.426384  101.53083    99.74054   107.00103   111.67745   110.854866
 110.40241   108.720215  113.0332    113.58902   114.41625   106.037704
 110.371574  112.8674    116.534164  121.82544   120.12182   118.08534
 119.31312   121.16344   114.45539   124.0607    118.01277   115.55913
 114.77006   117.69067   113.5259    113.5856    114.78738   105.887375
 107.74252   110.92028   102.41987   108.14086   101.40111    96.30869
  95.36669    93.876366   87.07533    90.90503    93.98676    86.10472
  82.73347    81.315895   81.56038    69.483574   69.44315    63.981052
  60.13285    55.895344   65.463455   58.60068    52.73306    52.142143
  43.936714   48.091915   56.389187   46.170025   44.90299    49.234844
  38.37055    34.221306   37.3921     28.91623    23.353018   34.968876
  29.00765    30.85639    30.478373   17.9112     23.89081    28.736794
  18.621662   14.98462    17.42431    11.978024    7.6362896  10.53994
   9.760491    5.3117814   9.82723     8.04158    13.274732   10.157469
   6.1288815  11.648047    8.77791     3.6968715   1.4200947   2.9464064
   5.445036    2.345196    7.3168297  12.593907   13.008936   13.535921 ]",1262.03839613612,35.525179748118376,1.0656772311896001,-2.2212330848135102,rolling13,3
4,"[  5.6079555    8.912838    10.38581     12.96363     11.906942
  14.98852     19.888187    27.207748    31.935865    36.231205
  38.764256    46.239258    56.581863    58.258213    62.196114
  54.78941     66.009186    67.30753     74.48475     80.165825
  78.37767     83.27045     83.747314    89.3192      93.38932
  99.724976    97.58404    105.159546   110.320015   109.55862
 109.13361    107.617455   111.94207    112.86513    113.55124
 104.864914   109.62842    111.977745   115.58588    121.396835
 119.79428    117.29021    118.98402    120.84447    113.77812
 124.042885   117.73404    114.937004   114.611694   117.56388
 112.8391     113.48201    114.69564    105.25512    107.972015
 111.36998    102.22445    108.46394    101.7807      96.00929
  95.567986    94.41711     87.09952     91.1672      94.75533
  86.128174    82.772896    82.143776    81.831924    69.5827
  69.85468     64.27148     60.489464    56.223324    65.772675
  58.447876    52.938007    52.334       43.55886     48.14708
  56.621532    45.997967    44.75493     49.074684    37.972485
  33.79327     37.327667    28.45311     22.830847    34.560646
  28.21512     30.031841    29.9915      16.788376    23.162745
  28.261076    17.454515    13.826057    16.513733    10.576153
   5.7642307    9.27101      7.6362233    3.071318     7.938608
   5.3624396   10.771539     7.9338202    3.6616452    8.997382
   6.176397     0.8013694    0.13846153   0.13846153   2.0630095
   0.13846153   3.8686318    8.945752     9.495815     9.797858  ]",862.0848962178861,29.36128226453821,4.286786206709656,-2.922230372781773,rolling13,3
5,"[  4.613517     7.934337     9.532848    12.133141    11.035257
  14.530235    19.590384    26.907412    31.546288    36.188847
  38.774685    46.273888    56.607548    58.277298    62.648247
  55.27828     66.484184    67.83937     75.2403      80.89384
  79.34701     84.478455    84.89957     90.35293     94.5647
 100.830185    98.611664   106.29497    111.43119    110.712105
 110.30764    108.69057    112.931244   114.08555    114.593056
 105.63354    110.61156    112.77882    116.35637    122.28972
 120.587616   117.964745   119.78478    121.647835   114.361916
 124.681046   118.309586   115.312996   114.99993    118.03058
 112.90539    113.66493    114.938034   105.272156   108.12501
 111.6464     102.24572    108.31687    101.7346      95.75626
  95.18376     94.22774     86.70532     90.682884    94.54743
  85.50921     82.11362     81.712456    81.15502     68.64862
  69.04527     63.47839     59.723766    55.31109     64.91132
  57.300682    51.961964    51.336998    42.187855    47.014656
  55.516426    44.7121      43.479713    47.888012    36.544254
  32.37229     36.0464      27.11943     21.425707    33.179565
  26.725046    28.32519     28.438377    15.16087     21.559763
  26.70222     15.7529125   12.143094    14.959609     9.021428
   3.83507      7.650967     5.55671      1.0473384    6.0726275
   3.0695875    8.716029     6.0846987    1.8989575    7.16884
   4.468381     0.13846153   0.13846153   0.13846153   0.31549475
   0.13846153   2.169308     7.327209     7.989202     8.308102  ]",606.4916239656285,24.627050655034363,4.708104385033144,-4.490338215038692,rolling13,3
6,"[  5.31718      8.658652    10.218468    12.999245    12.055355
  15.595024    20.8303      28.21673     32.896343    37.70385
  40.373356    47.86223     58.31883     60.052013    64.54377
  57.176388    68.314476    69.701416    77.32967     82.853
  81.45806     86.72882     87.01834     92.42691     96.68056
 102.77721    100.587234   108.26033    113.181725   112.461174
 112.074356   110.24716    114.39032    115.59145    115.945984
 106.80637    111.80701    113.8652     117.36762    123.23284
 121.39399    118.76981    120.55537    122.36211    114.91112
 125.114525   118.7387     115.63228    115.10251    118.18924
 112.88424    113.51773    114.81199    105.18749    107.80645
 111.36018    101.97862    107.64104    101.11634     95.24206
  94.30796     93.42061     85.90541     89.658       93.633064
  84.461266    80.96579     80.50266     79.94072     67.14544
  67.60279     62.126617    58.33043     53.76118     63.468967
  55.656017    50.375576    49.735405    40.386265    45.32136
  53.79724     42.95807     41.710224    46.215134    34.73792
  30.57065     34.23786     25.45557     19.696518    31.40035
  25.049334    26.389046    26.48421     13.45711     19.7151
  24.736757    13.999582    10.411894    13.154418     7.528741
   2.1604972    5.9405804    3.784617     0.13846153   4.31981
   1.2493342    7.1593027    4.4994416    0.59704477   5.9272914
   3.2192993    0.13846153   0.13846153   0.13846153   0.13846153
   0.13846153   1.3698105    6.784431     7.52779      7.9019823 ]",422.8397984729489,20.56306879998579,5.760107256064826,-4.909045329475229,rolling13,3
7,"[  9.401716    12.763117    13.977733    17.235338    16.855652
  19.782051    25.238089    32.83101     37.829647    42.46173
  45.289867    52.70748     63.551697    65.469406    69.54288
  62.06871     73.00572     74.412125    82.28897     87.466385
  86.09948     91.32646     91.27966     96.77726    100.8525
 106.52828    104.58529    111.979324   116.254074   115.44725
 115.05373    112.72821    116.727905   117.64677    117.83803
 108.60983    113.28465    115.323524   118.62257    124.042145
 121.94962    119.52916    120.99324    122.5997     115.03339
 124.79069    118.502785   115.42468    114.18816    117.303566
 112.17828    112.25115    113.51067    104.42359    106.08908
 109.53149    100.6662     105.39944     98.876       93.73212
  91.92964     90.90057     83.80188     87.05617     90.87222
  82.0596      78.35977     77.2976      77.18691     63.98181
  64.431015    59.217815    55.27095     50.502033    60.492558
  52.579277    47.185833    46.55224     37.270332    42.16032
  50.521       39.92262     38.623215    43.273594    31.869648
  27.715664    31.093212    22.893652    17.0654      28.566332
  22.7807      23.737482    23.464958    11.386728    17.187511
  21.728577    11.964143     8.405957    10.653785     6.025001
   0.8063816    3.849489     2.4241989    0.13846153   2.6048598
   0.16471036   6.4762564    3.2847655    0.13846153   5.756531
   2.7669375    0.13846153   0.13846153   0.13846153   0.31746888
   0.13846153   2.2878313    8.337146     9.115068     9.621509  ]",319.100212577162,17.86337629277181,6.177300537126988,-2.3810960125340945,rolling13,3
8,"[ 13.714202    17.034834    17.802067    21.56908     21.84301
  23.837996    29.346132    37.23388     42.74419     46.811768
  49.777966    57.1769      68.54697     70.64234     73.98459
  66.29257     77.12715     78.49605     86.609375    91.378
  89.88092     94.89982     94.47295    100.14072    103.96277
 109.25918    107.53709    114.55519    118.22322    117.25723
 116.80864    113.98727    117.914085   118.299286   118.405014
 109.220406   113.36228    115.53079    118.53731    123.440315
 121.17789    118.92136    120.009155   121.33803    113.673225
 123.109856   116.85491    113.89502    111.86889    114.90806
 110.246704   109.72152    110.85097    102.47018    103.13576
 106.41779     98.21022    102.12068     95.4634      91.247505
  88.66337     87.37503     80.807686    83.64739     87.173454
  78.92093     75.0168      73.258995    73.74144     60.202663
  60.696556    55.722126    51.63493     46.74284     57.059887
  49.10125     43.546192    42.90475     33.87031     38.706493
  46.97241     36.733837    35.39531     40.108566    29.009287
  24.892015    27.878115    20.371042    14.51246     25.748318
  20.696596    21.41794     20.606285     9.613352    15.033371
  18.98616     10.388358     6.877244     8.404455     4.927552
   0.14023054   2.0964282    1.851519     0.13846153   1.4169242
   0.13846153   6.7199006    2.6449444    0.271214     6.3968005
   2.8479786    0.13846153   0.13846153   0.13846153   1.9169594
   0.13846153   3.8953722   10.65675     11.425794    11.9490185 ]",230.9408901395623,15.19673945751398,6.045941525707934,-3.9137023707476235,rolling13,3
9,"[ 26.181793    29.467154    29.25986     34.01636     35.493862
  35.69298     41.711727    49.78459     55.984886    59.44012
  62.49323     69.53289     81.85854     84.01643     85.95441
  77.98306     88.12768     89.50406     97.69812    101.608826
  99.89492    104.37432    103.11314    109.06038    112.153114
 116.379524   115.4198     121.46146    123.46916    122.20337
 121.57877    117.64435    121.364845   120.74148    120.73576
 111.643715   114.63878    116.9905     119.64217    123.08076
 120.35044    118.92968    118.91353    119.942375   112.485794
 120.4291     114.57651    112.182594   108.18991    111.16741
 107.55864    105.53175    106.61687     99.75205     97.90318
 100.9932      94.25625     95.978386    89.17319     87.059875
  82.387276    80.51765     75.21664     77.06576     79.79617
  72.801155    68.650955    65.00353     66.68537     52.689034
  52.981667    48.38088     44.339542    39.05762     49.877117
  42.2551      36.160736    35.348335    27.04672     31.661425
  39.407776    30.142588    28.811028    33.648907    23.10717
  19.20254     21.12653     15.284451     9.378105    19.989485
  16.487925    16.783297    14.766378     6.174534    10.750439
  13.465977     7.374517     4.0089774    4.345839     3.1962767
   0.13846153   0.13846153   1.3905344    0.13846153   0.16723141
   0.90893704   8.368385     2.8959854    2.1315947    9.234609
   4.9584436    1.2372161    1.3297642    3.126593     7.3589015
   5.052829     9.628439    17.797285    18.485998    19.437792  ]",229.563488945199,15.151352710078365,3.7939445086002137,-4.92907604845098,rolling13,3
