id,predict_data,mse,rmse,mape,shap,smooth,skip
224,"[62.98075    56.01943    55.632652   62.7646     56.918373   54.515755
 57.49643    57.991505   52.8694     49.45848    44.248802   43.601456
 44.924206   47.936035   40.061348   42.48731    28.760628   35.197548
 37.991608   37.282238   41.557323   35.46795    38.61772    37.078316
 28.003681   26.576777   17.627964   20.168644   19.153503   12.824776
  6.784948   12.44402    22.121338   13.598524    2.6162686   3.6917696
 10.211865    3.3946702   5.162691    5.4541245   9.897876    6.5649333
  3.040668    1.8376318   2.157553    0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  4.027988
  3.1676264   0.13846153  5.265905    7.296042   13.001971   10.537761
  6.1774607   0.13846153  0.13846153  4.114554    4.556819    5.4732804
  1.7712129  12.898775    7.9066825   8.01584    11.864683   17.579975
 12.420472   15.942151   16.214134   14.432777   17.756012   19.690426
 15.981066   26.137758   30.455996   33.044167   29.321898   33.533295
 37.617657   28.582247   33.969208   35.540188   50.507305   51.319283
 58.05368    54.84158    60.568012   66.59684    62.874928   60.255108
 69.861176   71.04458    59.66738    68.24034    74.89323    71.94749
 77.852554   70.59067    85.3858     85.30913    91.20567    86.475876
 92.51684    98.361885   86.423805   83.35473    80.84161    86.26463
 86.72105    93.43027    89.38068    87.29102    88.42262    81.7842    ]",171.48338447342135,13.095166454590082,10.341635309209618,-13.026635116530315,rolling13,1
225,"[ 62.469692    55.407944    55.14472     62.086918    56.175316
  53.868164    56.83462     57.231133    52.18264     48.708096
  43.67056     42.97575     44.282       47.2867      39.419376
  41.88593     28.125416    34.483677    37.366516    36.62073
  40.959454    35.069504    38.23441     36.58143     27.521408
  26.11383     17.268476    19.659597    18.614994    12.328799
   6.3974156   11.951377    21.483807    13.18297      2.139628
   3.3208592    9.918432     3.1113172    4.7906995    5.0887604
   9.44289      6.0737514    2.6665485    1.5026528    1.7111307
   0.13846153   0.13846153   0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   3.9572148    3.236152
   0.13846153   5.350509     7.490885    13.14791     10.864651
   6.674646     0.13846153   0.13846153   4.9085226    5.308891
   6.495292     2.8068557   13.890594     9.046008     9.386432
  13.451256    19.037731    14.209118    17.552252    17.998857
  16.30056     19.757273    21.94398     18.125116    28.554283
  32.768597    35.468613    31.928116    36.358578    40.26914
  31.308262    36.776802    38.293537    53.40536     54.195377
  60.926666    57.872917    63.618484    69.642136    65.70434
  63.179962    72.69206     73.9327      62.710228    71.099
  77.608025    74.75114     80.622505    73.36619     88.04549
  87.89349     93.63081     88.92366     94.8149     100.45304
  88.46329     85.333084    82.42675     87.996056    88.31926
  94.81069     90.79303     88.66778     89.55159     82.785034  ]",155.3221051501688,12.462828938494214,9.884560296178227,43.5306262885348,rolling13,1
226,"[ 60.55077     53.530346    53.52086     60.051117    54.04101
  51.80763     55.01811     55.212658    50.415264    47.01316
  41.88714     41.407543    42.889683    45.719704    38.048977
  40.760635    27.070545    32.988476    36.056614    35.167458
  39.697678    34.036022    37.342457    35.516884    26.701635
  25.304295    16.273926    18.73145     17.469822    11.200057
   5.328606    10.894211    20.172562    11.878733     0.6371337
   1.6739047    8.225224     1.3823432    3.018158     3.5267904
   7.483309     4.0248303    0.6054497    0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   2.348657     1.953677
   0.13846153   3.9716103    6.418712    11.937426    10.045357
   5.757381     0.13846153   0.13846153   4.799271     5.235229
   6.832451     3.1324341   14.043622     9.417013    10.113541
  14.388971    20.176207    15.949941    18.890001    19.361336
  17.945353    21.602638    24.054512    20.05773     30.877323
  35.192417    38.09418     34.646027    39.39979     43.170956
  34.229992    39.63831     41.158764    56.341187    57.178318
  63.828915    60.846523    66.46042     72.578064    68.42142
  65.62171     74.95369     76.07616     65.03194     73.26637
  79.42207     76.471054    82.47817     75.05227     89.44303
  89.09615     94.5541      89.688034    95.39961    100.872116
  88.51958     85.142494    81.84536     87.433784    87.51011
  93.7244      89.52911     87.34335     88.018974    81.12483   ]",155.23115053815752,12.459179368568282,12.221369446050527,-5.8015263886890285,rolling13,1
227,"[ 57.804512    50.88963     51.132294    57.30786     51.287872
  49.160107    52.635788    52.701088    48.150063    44.880722
  39.70582     39.506966    41.229996    43.906685    36.522747
  39.483124    25.97722     31.53598     34.691875    33.750576
  38.528748    33.046654    36.564175    34.65428     26.128208
  24.826702    15.659127    18.205294    16.810003    10.580772
   4.7673607   10.370653    19.437334    11.175231     0.13846153
   0.69573313   7.227546     0.36066428   1.973619     2.7168584
   6.2642446    2.7285066    0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   1.3781385    1.3194194
   0.13846153   3.2046175    5.918297    11.244202     9.794773
   5.319526     0.13846153   0.13846153   5.0334983    5.523398
   7.5084295    3.7921245   14.503905    10.086053    11.118068
  15.576241    21.573753    17.918236    20.354881    20.829338
  19.600033    23.392092    26.026554    21.771736    32.944954
  37.280605    40.365124    36.933647    41.960743    45.569218
  36.619175    41.889194    43.386433    58.572536    59.44367
  65.99754     63.02092     68.421684    74.6561      70.216515
  67.08455     76.138664    77.07634     66.23585     74.2627
  80.03694     76.98492     83.16101     75.48731     89.581215
  89.04212     94.246864    89.23189     94.76228    100.083305
  87.37341     83.79472     80.149635    85.742       85.570335
  91.522316    87.15323     84.9043      85.40775     78.44384   ]",155.00838157899835,12.450236205751212,14.386432855783676,-19.9030297150363,rolling13,1
228,"[ 57.15768     50.136677    50.476234    56.530766    50.50714
  48.475906    51.858135    51.898865    47.39368     44.031815
  39.131653    38.85802     40.568375    43.274418    35.902905
  38.80862     25.292793    30.907093    34.057854    33.156326
  37.970974    32.660095    36.186543    34.238335    25.689772
  24.434149    15.501857    17.829136    16.518553    10.344729
   4.6669974   10.1382      19.085747    11.160759     0.13846153
   0.8764582    7.542835     0.7261951    2.261087     2.986021
   6.500044     2.9675918    0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   2.207833     2.267697
   0.13846153   4.221741     6.9916487   12.279469    11.007253
   6.718905     0.13846153   0.13846153   6.5606217    7.0153294
   9.237335     5.5514884   16.239182    11.944301    13.163152
  17.817757    23.594122    20.184788    22.437756    23.097492
  21.84657     25.692024    28.499836    24.07887     35.458534
  39.551083    42.689934    39.37559     44.52233     47.905865
  39.005398    44.314777    45.716145    60.98832     61.76417
  68.28216     65.42857     70.793335    76.995674    72.24204
  69.22331     78.13059     79.09253     68.38935     76.16282
  81.79245     78.84393     84.939064    77.24125     91.23176
  90.633736    95.72112     90.77444     96.141846   101.23872
  88.57263     85.015854    81.002266    86.74197     86.45479
  92.21605     87.93538     85.67131     85.92321     78.88738   ]",139.05230383885183,11.792044090777978,13.25664945672443,-15.582136748085151,rolling13,1
229,"[ 55.128006    48.15149     48.751194    54.375805    48.262245
  46.272594    49.88288     49.72349     45.488064    42.171047
  37.170662    37.13773     39.05158     41.55434     34.38587
  37.512405    24.057154    29.20106     32.518612    31.470201
  36.456715    31.381708    35.04825     32.94433     24.65686
  23.395472    14.297051    16.69839     15.183542     9.02628
   3.429602     8.925413    17.60013      9.720304     0.13846153
   0.13846153   5.7329526    0.13846153   0.43240735   1.4048061
   4.5040007    0.9063049    0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   0.87720597   1.2785228
   0.13846153   3.1607084    6.262591    11.422931    10.551302
   6.1438365    0.13846153   0.13846153   6.8161964    7.313095
   9.947036     6.247935    16.750694    12.653134    14.210532
  19.05578     25.026472    22.207058    24.052158    24.68375
  23.71912     27.735992    30.774502    26.151258    37.90626
  42.06678     45.385235    42.10686     47.53409     50.742863
  41.839687    47.040485    48.45008     63.75314     64.53741
  70.92749     68.12643     73.31092     79.59998     74.589966
  71.23192     79.95831     80.77125     70.22346     77.83289
  83.09134     80.01018     86.24222     78.34298     92.01633
  91.2046      96.02536     90.902756    96.08573    101.00903
  87.97063     84.172745    79.79717     85.52282     84.9822
  90.47185     85.99727     83.69084     83.727066    76.59319   ]",141.23195973393018,11.884105340072098,15.10138081542898,-9.165596412629208,rolling13,1
230,"[ 54.40853     47.284134    47.95177     53.518147    47.43064
  45.541958    48.969463    48.836754    44.607082    41.1642
  36.54393     36.347622    38.22683     40.823868    33.633846
  36.61945     23.146183    28.497137    31.76322     30.813814
  35.810345    30.898577    34.551754    32.453003    24.091623
  22.884096    14.152489    16.2682      14.9316       8.838189
   3.4230216    8.762259    17.368608     9.921441     0.13846153
   0.13846153   6.472389     0.13846153   1.1581962    2.0493274
   5.221        1.6391313    0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   2.2196264    2.69287
   0.13846153   4.6946435    7.786839    12.9271345   12.193082
   8.045725     0.13846153   0.13846153   8.681973     9.139364
  11.991483     8.339432    18.861267    14.878756    16.582134
  21.628046    27.267145    24.612665    26.318607    27.198929
  26.130789    30.15464     33.336506    28.529638    40.441013
  44.26259     47.58338     44.417187    49.89695     52.853207
  43.989475    49.2611      50.53643     65.91817     66.545135
  72.900604    70.22431     75.38537     81.590126    76.204285
  73.04463     81.597145    82.44173     71.996216    79.30634
  84.45041     81.50494     87.591156    79.67946     93.27908
  92.44855     97.183105    92.186676    97.19602    101.86524
  88.978775    85.27261     80.53016     86.43067     85.800255
  91.11739     86.796074    84.48364     84.242874    77.04728   ]",133.43588847747196,11.551445298207145,14.002545612060176,-14.490746309596936,rolling13,1
231,"[ 52.254135    45.157936    46.087784    51.217308    45.036713
  43.16387     46.797977    46.463387    42.512764    39.08384
  34.36481     34.399994    36.495056    38.884533    31.88079
  35.06755     21.632505    26.509836    29.947624    28.849472
  34.00186     29.342691    33.128403    30.88267     22.787678
  21.555573    12.683379    14.879191    13.347325     7.2736726
   1.9633809    7.3427625   15.674975     8.301988     0.13846153
   0.13846153   4.5123286    0.13846153   0.13846153   0.3680565
   3.136015     0.13846153   0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   0.13846153   0.13846153
   0.13846153   0.13846153   0.13846153   0.97783434   1.7850573
   0.13846153   3.7387166    7.1739206   12.202841    11.854239
   7.5970592    0.13846153   0.13846153   9.075744     9.576344
  12.842901     9.176646    19.522692    15.730097    17.756304
  22.986029    28.803602    26.722744    28.050894    28.89059
  28.122515    32.30733     35.71928     30.724594    42.999607
  46.87929     50.359352    47.207565    52.94149     55.703617
  46.82061     51.972492    53.258057    68.65926     69.26087
  75.46144     72.82995     77.79858     84.066666    78.40366
  74.8806      83.2593      83.94056     73.612946    80.756805
  85.52681     82.42045     88.62315     80.49955     93.76647
  92.715904    97.18565     92.00149     96.82036    101.307655
  88.04817     84.101204    79.0073      84.87959     83.99619
  89.04882     84.52919     82.184555    81.71479     74.42945   ]",143.73736250503003,11.98905177672655,15.668296759921867,-14.242207948906128,rolling13,1
232,"[49.48969    42.445877   43.58081    48.450394   42.319687   40.528126
 44.274895   43.897434   40.13986    36.765408   32.14494    32.358147
 34.675213   36.982723   30.218163   33.497253   20.22692    24.948225
 28.373579   27.313717   32.64837    28.151821   32.110565   29.869766
 21.99349    20.859488   12.065196   14.250741   12.74194     6.7241607
  1.5499716   6.9370484  15.115457    7.9539757   0.13846153  0.13846153
  4.2081103   0.13846153  0.13846153  0.27547845  2.778889    0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  1.2093052
  2.28784     0.13846153  4.2022777   7.819279   12.695373   12.725322
  8.365621    0.13846153  0.13846153 10.252613   10.800539   14.404094
 10.741338   20.937893   17.3058     19.577278   24.965672   30.816708
 29.151806   30.045313   30.918766   30.205637   34.420185   37.9259
 32.62734    45.156876   48.875008   52.43915    49.240437   55.100483
 57.628624   48.707676   53.71713    54.931942   70.285484   70.800835
 76.86658    74.226875   78.958664   85.266464   79.21027    75.43351
 83.5085     84.00012    73.81325    80.68077    85.11757    81.93224
 88.214386   79.84098    92.84213    91.643166   95.93487    90.67822
 95.307396   99.60004    86.14705    82.117905   76.72262    82.6071
 81.51666    86.34731    81.7402     79.36624    78.69123    71.389885  ]",153.67915703899274,12.396739774593671,14.903523026134591,-9.351760773411392,rolling13,1
233,"[47.25762    40.27526    41.616364   46.185993   40.070232   38.311996
 42.194633   41.726242   38.18089    34.82283    30.202374   30.657978
 33.191353   35.33935    28.790522   32.194107   19.034292   23.450436
 26.891758   25.801037   31.280895   26.961048   31.071043   28.800995
 21.156157   20.078638   11.274573   13.496336   11.937853    5.9682393
  0.9016473   6.316037   14.283681    7.2953367   0.13846153  0.13846153
  3.4621704   0.13846153  0.13846153  0.13846153  2.0361366   0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  1.4105575
  2.7747145   0.13846153  4.647483    8.51126    13.261426   13.650774
  9.153645    0.3269634   0.13846153 11.559952   12.141195   16.056564
 12.377981   22.39837    18.887217   21.393486   26.907892   32.841476
 31.595766   32.086815   32.88322    32.29911    36.56195    40.167156
 34.609158   47.403843   51.01531    54.68093    51.409588   57.40898
 59.69938    50.745136   55.563717   56.757095   72.058754   72.5115
 78.41205    75.7708     80.252686   86.629585   80.24798    76.140656
 84.00002    84.32043    74.27441    80.930275   85.0489     81.746376
 88.141785   79.53344    92.2538     90.86825    94.99199    89.61234
 94.07821    98.20459    84.48637    80.33463    74.678444   80.53523
 79.23691    83.853165   79.110855   76.72584    75.8651     68.56174   ]",159.375146610602,12.624386979596355,14.50822013933848,-0.4637026544289533,rolling13,1
234,"[45.751263   38.762634   40.230904   44.62878    38.55855    36.84465
 40.714962   40.222214   36.786026   33.37784    28.895056   29.460659
 32.114597   34.184826   27.760614   31.16724    18.0702     22.385181
 25.763319   24.70576    30.257137   26.082539   30.275724   28.01657
 20.47507    19.464857   10.81185    12.956212   11.465913    5.552407
  0.61996496  5.9975643  13.822697    7.127704    0.13846153  0.13846153
  3.504806    0.13846153  0.13846153  0.14225593  2.1609843   0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  2.5771153
  4.1325345   0.13846153  6.0321712  10.031798   14.700578   15.346521
 10.845328    2.0879464   0.13846153 13.473928   14.051471   18.194004
 14.516242   24.424196   20.986776   23.647598   29.278917   35.111416
 34.119072   34.31096    35.090885   34.501495   38.755756   42.415077
 36.60244    49.58064    52.950653   56.65763    53.334167   59.393223
 61.418945   52.45111    57.135548   58.26965    73.539085   73.88369
 79.6537     77.04738    81.33937    87.737976   81.02046    76.76724
 84.446465   84.680504   74.76471    81.18788    85.098656   81.77861
 88.20413    79.44341    91.9789     90.478355   94.51521    89.11943
 93.442856   97.38378    83.577      79.42126    73.525764   79.41694
 77.97736    82.41894    77.657684   75.28099    74.22243    66.92972   ]",162.03246189619864,12.729197221199719,13.812066984686872,-12.125664015788566,rolling13,1
235,"[44.089294   37.12172    38.745403   42.904854   36.850876   35.149612
 39.075993   38.50522    35.22202    31.773394   27.314482   28.070253
 30.88601    32.810505   26.531052   30.015556   16.971542   21.03104
 24.393038   23.309996   28.949762   24.942636   29.240097   26.959095
 19.585953   18.621916   10.013092   12.171922   10.667621    4.805655
  0.13846153  5.388923   13.035783    6.5613995   0.13846153  0.13846153
  2.980197    0.13846153  0.13846153  0.13846153  1.748173    0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  3.346732
  5.128076    0.13846153  7.0180855  11.226695   15.804396   16.726206
 12.153288    3.4624183   1.9814299  15.160925   15.736703   20.123337
 16.423283   26.179586   22.809448   25.638664   31.37058    37.194054
 36.508183   36.38438    37.061375   36.55465    40.832226   44.56589
 38.5223     51.719315   54.935833   58.7128     55.31662    61.474407
 63.242657   54.253113   58.763653   59.882603   75.11772    75.38554
 81.00055    78.42323    82.50524    88.954094   81.95266    77.44391
 84.98034    85.11259    75.32381    81.568016   85.25101    81.8523
 88.36518    79.42969    91.7378     90.08381    94.01587    88.53691
 92.73093    96.50772    82.500175   78.274254   72.16517    78.047585
 76.44607    80.7023     75.84752    73.47985    72.23662    64.94998   ]",167.58603649406322,12.945502558574667,13.786041616533597,-18.310458496230435,rolling13,1
236,"[41.836304   34.934216   36.72619    40.647602   34.647457   32.96428
 36.983135   36.353443   33.238598   29.792622   25.336979   26.341345
 29.375368   31.145119   25.072008   28.662077   15.733656   19.530123
 22.841558   21.762161   27.531647   23.673754   28.124346   25.856857
 18.705868   17.82555     9.252162   11.474339    9.973593    4.1719184
  0.13846153  4.9352584  12.421147    6.153724    0.13846153  0.13846153
  2.6095002   0.13846153  0.13846153  0.13846153  1.5263549   0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  4.274589
  6.302825    0.23712431  8.148392   12.569009   17.017677   18.254013
 13.5371475   4.8960323   3.985929   16.905201   17.492743   22.124924
 18.392223   27.965425   24.657022   27.647547   33.461      39.312366
 38.93788    38.431374   38.966427   38.518856   42.79286    46.557724
 40.233883   53.643547   56.69455    60.538723   57.02069    63.261837
 64.76329    55.731575   60.019733   61.12365    76.28629    76.47844
 81.92207    79.33892    83.1615     89.67883    82.37342    77.54036
 84.8878     84.87457    75.22299    81.27758    84.70974    81.20449
 87.84881    78.684074   90.741844   88.926834   92.763725   87.1863
 91.25427    94.87565    80.63327    76.33856    70.05227    75.89996
 74.12664    78.19786    73.22111    70.85997    69.450905   62.19559   ]",178.67329875432674,13.366873185391068,12.787626802185711,-10.829974581153738,rolling13,1
237,"[43.92177    36.675903   38.29734    42.48414    36.54184    34.89638
 38.32289    37.84062    34.46174    30.611088   26.772943   27.327349
 30.048634   32.021976   25.602028   28.7417     15.548116   19.913412
 22.991276   22.08785    27.580593   23.823738   28.019876   25.829178
 18.247921   17.376047    9.505536   11.205903   10.117613    4.393583
  0.13846153  5.0809536  12.616999    7.074369    0.13846153  0.13846153
  4.7390265   0.13846153  0.13846153  1.9993892   4.004354    0.6369884
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  1.8012518   8.365586
 10.195299    4.542013   12.380084   16.576212   21.19569    22.218142
 18.097439    9.644211    7.903145   20.753706   21.17414    25.725367
 22.057663   31.815573   28.421041   31.288643   37.212196   42.275265
 41.55834    41.30778    42.082767   41.27235    45.41306    49.200676
 42.822575   56.143265   58.557106   62.23635    58.827602   64.886635
 66.04545    57.094757   61.521885   62.457924   77.74102    77.65604
 83.09817    80.73291    84.67382    90.997986   83.38767    79.137505
 86.560776   86.83551    77.209114   83.01195    86.670494   83.50323
 89.78217    80.860466   93.09599    91.408195   95.40656    90.1689
 94.16377    97.53472    83.83258    79.91015    73.39734    79.52971
 77.869385   81.91898    77.36068    75.086685   73.40529    66.15693   ]",150.98522745353628,12.28760462635156,10.024005575352081,-15.288885614865741,rolling13,1
238,"[40.332912   33.267414   35.234608   38.827667   32.787384   31.07133
 34.941963   34.15247    31.181942   27.440727   23.14876    24.25638
 27.402885   28.969114   22.887917   26.480112   13.403531   16.870363
 20.171917   19.0184     24.778318   21.2932     25.763536   23.410864
 16.364483   15.481992    7.1712327   9.306463    7.840832    2.1435206
  0.13846153  3.179753   10.395287    4.705253    0.13846153  0.13846153
  1.5927225   0.13846153  0.13846153  0.13846153  0.9342928   0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  6.5196867
  8.79372     2.8288102  10.766052   15.497797   19.915098   21.4162
 16.872595    8.420379    7.962479   20.711332   21.194288   26.178843
 22.407217   31.827986   28.572363   31.757399   37.767624   43.31117
 43.27709    42.507374   42.911716   42.58336    46.910995   50.889294
 44.310078   58.05896    60.74316    64.64325    61.09295    67.46848
 68.4336     59.40311    63.510223   64.58468    79.812225   79.7894
 84.98212    82.583694   86.1958     92.691536   84.933784   79.90394
 87.19493    87.20172    77.69461    83.478745   86.70057    83.15757
 89.792564   80.51051    92.27165    90.25605    93.984344   88.35381
 92.21801    95.49048    81.055565   76.72858    70.03454    75.97147
 74.00112    77.77266    72.764336   70.46156    68.631874   61.334885  ]",176.72236739420816,13.293696528588583,11.461009703126896,-16.685463529779668,rolling13,1
239,"[36.119205   29.226585   31.391964   34.798637   28.95801    27.305077
 31.317472   30.58713    27.811914   24.20005    19.979795   21.422165
 24.940516   26.4089     20.715553   24.410566   11.663747   15.018686
 18.132418   17.141487   23.15234    19.748188   24.51093    22.324219
 15.61826    14.947584    6.772719    9.021118    7.7027984   2.0981545
  0.13846153  3.4241753  10.565765    5.1235423   0.13846153  0.13846153
  2.1989026   0.13846153  0.13846153  0.67189     1.7529417   0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  1.2621917   8.15598
 10.7134905   4.5558743  12.579174   17.460985   21.641989   23.570364
 18.725048   10.266825   10.474055   22.737637   23.289562   28.534866
 24.729908   33.919174   30.735899   34.059685   40.120094   45.72312
 45.98708    44.642258   44.90518    44.489273   48.6968     52.56377
 45.528324   59.43787    61.835293   65.75691    61.951336   68.31387
 68.980515   59.839706   63.623253   64.629005   79.65669    79.506226
 84.48892    81.96749    85.17789    91.748024   83.534325   78.0644
 84.953064   84.65964    75.29734    80.78109    83.669235   79.97054
 86.796524   77.11541    88.575676   86.407906   90.06532    84.34677
 88.06116    91.171745   76.51346    72.17738    65.37603    71.231316
 69.06558    72.65993    67.5115     65.20265    63.238716   56.05441   ]",229.53437297294937,15.150391842224721,9.95390244446157,-15.116285825248937,rolling13,1
240,"[36.589035   29.626862   31.768784   35.217426   29.46072    27.790833
 31.591272   30.91273    28.087261   24.270554   20.25844    21.724888
 25.20605    26.628166   20.888489   24.438845   11.63099    15.027275
 17.948406   17.03192    22.943054   19.614248   24.336323   22.229687
 15.446894   14.830402    6.943146    9.024806    7.886365    2.3564894
  0.13846153  3.7084813  10.760921    5.7369266   0.13846153  0.13846153
  3.334426    0.13846153  0.13846153  2.122532    3.2417452   0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  4.4452686  11.290033
 13.86837     7.8158436  15.840793   20.74084    24.94888    26.897915
 22.162815   13.840057   13.92209    25.953398   26.415062   31.639942
 27.818707   36.956768   33.66827    36.949837   43.016384   48.304604
 48.48121    47.07386    47.209858   46.644394   50.7427     54.55669
 47.367847   61.295624   63.30616    67.18229    63.282307   69.55633
 69.92471    60.804222   64.435936   65.408325   80.40062    80.11491
 84.977936   82.52599    85.61248    92.18211    83.75581    78.31258
 85.224304   85.00574    75.7517     81.08949    84.014435   80.39557
 87.18232    77.49955    88.93379    86.71436    90.47357    84.832924
 88.51049    91.48837    76.93051    72.74456    65.87359    71.782104
 69.60823    73.14362    68.09302    65.85705    63.755898   56.66774   ]",225.6746109279335,15.022470200600615,9.104724746848254,-19.750517456965856,rolling13,1
241,"[36.475216   29.431236   31.584793   34.980064   29.249647   27.55147
 31.197586   30.489637   27.651564   23.653658   19.74342    21.256702
 24.746614   26.070345   20.288      23.78799    10.890164   14.193479
 17.00535    16.089325   21.93972    18.739208   23.438843   21.335817
 14.537927   13.9493685   6.248567    8.273803    7.225183    1.754168
  0.13846153  3.2195172  10.186138    5.4971447   0.13846153  0.13846153
  3.4774077   0.13846153  0.13846153  2.6170034   3.746895    0.6285707
  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.13846153  0.13846153  0.13846153  6.6349115  13.508587
 16.147942   10.166363   18.200306   23.193148   27.40438    29.409315
 24.77646    16.569593   16.67905    28.558369   28.931374   34.211323
 30.358688   39.42423    36.071365   39.349422   45.450123   50.492615
 50.670242   49.17938    49.16669    48.54794    52.603172   56.422783
 49.09096    63.102207   64.83462    68.69677    64.72817    70.99061
 71.064186   61.95098    65.453255   66.41529    81.41737    81.02158
 85.7667     83.41044    86.391846   92.96515    84.36202    78.873505
 85.820724   85.67576    76.511696   81.7485     84.677475   81.093315
 87.882805   78.18585    89.54747    87.26836    91.08273    85.47081
 89.10592    91.93943    77.36348    73.25363    66.286705   72.2461
 70.03787    73.47664    68.45924    66.28178    64.01533    56.95833   ]",221.98050432215464,14.89901017927549,8.182956902297601,-7.048252626852159,rolling13,1
242,"[36.003716   28.852638   31.004892   34.398155   28.720808   27.008299
 30.45559    29.759588   26.885532   22.699623   18.972542   20.468573
 23.964901   25.255985   19.416811   22.825792    9.852932   13.188986
 15.870541   15.012944   20.810423   17.736652   22.418245   20.359398
 13.528511   12.989126    5.5682254   7.506806    6.615192    1.218868
  0.13846153  2.8314252   9.764183    5.46332     0.13846153  0.13846153
  3.968739    0.13846153  0.4440469   3.408724    4.6253486   1.630957
  0.13846153  0.34238026  0.13846153  0.13846153  0.13846153  0.13846153
  0.13846153  0.9572087   0.13846153  0.13846153  9.099874   15.953155
 18.611687   12.724036   20.760706   25.791307   30.005663   32.03789
 27.550615   19.448568   19.478941   31.202135   31.486214   36.8151
 32.939163   41.9688     38.561775   41.814754   47.960354   52.694542
 52.826923   51.28325    51.19366    50.470592   54.460114   58.287155
 50.821213   64.88736    66.29431    70.11096    66.08472    72.30295
 72.07441    62.958748   66.36475    67.28683    82.30316    81.75976
 86.39772    84.12974    87.02419    93.55819    84.736305   79.264824
 86.2097     86.133255   77.02677    82.12686    85.075874   81.54291
 88.28597    78.57468    89.881294   87.57215    91.44829    85.89805
 89.478096   92.149826   77.61938    73.62362    66.55012    72.58575
 70.3582     73.712105   68.77022    66.64689    64.199265   57.17277   ]",216.41678810065986,14.71111104236046,6.849786555162214,-12.839464239417815,rolling13,1
243,"[36.56713    29.187756   31.260756   34.761063   29.113113   27.386831
 30.46938    29.817898   26.809507   22.32474    18.92566    20.209635
 23.576086   24.926321   18.87118    22.060648    8.8939     12.457882
 15.002688   14.2278805  19.870644   16.9318     21.48482    19.464571
 12.436918   11.908494    4.919316    6.6327705   5.976601    0.6560929
  0.13846153  2.3593736   9.308339    5.507323    0.13846153  0.13846153
  4.7946095   0.13846153  1.4880733   4.3726068   5.8647223   3.0249476
  1.6995852   2.0852802   1.8556467   0.9526452   0.13846153  0.23214203
  2.1271636   3.8386102   1.0966954   2.1567454  12.054984   18.83001
 21.391619   15.734648   23.741594   28.712976   33.016216   34.934853
 30.798748   22.836765   22.443592   34.112305   34.265      39.580265
 35.70836    44.81179    41.335293   44.506813   50.71962    54.954082
 54.89918    53.492474   53.44914    52.554977   56.473404   60.345825
 52.843575   66.90179    67.90438    71.62245    67.62131    73.7491
 73.2123     64.12253    67.546196   68.391174   83.49119    82.748505
 87.32571    85.20653    88.12895    94.543564   85.50976    80.28501
 87.30104    87.40022    78.2985     83.25396    86.33199    82.950035
 89.500565   79.901665   91.25384    88.98482    92.959724   87.56694
 91.095375   93.581024   79.27337    75.47848    68.26028    74.45883
 72.27918    75.58667    70.851974   68.79747    66.13255    59.108406  ]",193.4997572910515,13.91041901924782,4.594764778663914,-37.63427864829461,rolling13,1
