,predict_data,mse,rmse,mape,shap,smooth,skip
0,"[ 27.246624   19.583412   27.103203   38.929535   42.24315    37.700184
  43.60345    51.202965   56.14832    58.05612    66.81331    76.67123
  73.75439    81.33432    85.07051    97.309364   96.80216   104.15162
 108.96039   118.94708   121.917854  122.22972   125.42541   129.47989
 142.23773   149.3843    147.41792   152.3224    160.60747   168.27812
 161.78119   164.60902   168.03694   177.89746   175.3635    169.44246
 173.73262   175.51611   179.71663   182.84496   188.102     183.60411
 182.99568   182.13837   186.74103   180.38097   170.46962   170.04121
 171.82544   171.5425    161.20157   164.57      162.6861    156.1169
 150.21844   139.79117   145.61589   132.21336   129.46687   128.5033
 123.10535   122.57481   113.92962   116.691765  111.951866  111.88743
 110.41504   106.20203   101.07733    96.41749    91.80442    94.93047
  85.002304   79.87855    74.6193     78.42674    67.62502    75.673325
  74.95982    62.752846   55.049866   58.33208    55.040604   42.11288
  38.52906    39.340588   26.243378   38.522427   36.525032   46.12379
  33.420837   26.251095   25.49301    21.200642   18.874386   14.14381
  26.523531   28.232925   18.115427   15.852425   11.855773   10.2006
   2.346618    4.2683372   6.808773    4.6301355   8.7266245   8.479555
   6.2873297   9.780243   10.513973   11.438723   13.453985   19.764297
   6.616018   12.978992    9.430589   13.205014   10.131844   15.111703 ]",4580.059884170893,67.67613969613583,1.3064100285194182,2.680215106260719,weighted6,1
1,"[ 20.2212     12.243307   19.64074    31.122038   34.229248   29.505625
  35.22074    42.820305   47.729885   49.543034   58.08348    67.84781
  64.8465     72.460594   76.21917    88.38762    88.036095   95.47803
 100.309364  110.3436    113.25028   113.779305  117.1734    121.31993
 134.27763   141.60281   139.7345    144.88737   153.4176    161.10526
 155.00697   158.12724   161.82675   171.89679   169.50027   163.7985
 168.15494   170.14818   174.48143   177.79973   183.33665   179.03178
 178.63864   177.81033   182.51706   176.1967    166.44107   166.12544
 167.98335   167.70496   157.58296   161.14137   159.33714   152.84904
 147.05675   136.76686   142.63878   129.30351   126.68864   125.87108
 120.631874  120.219055  111.67353   114.579     109.99277   110.12141
 108.70629   104.44855    99.44093    94.902855   90.35028    93.528465
  83.561874   78.40741    73.28066    77.16483    66.596085   74.44786
  73.8086     61.827557   54.32456    57.58967    54.483315   41.664116
  37.970985   38.88237    25.97594    38.46634    36.74941    46.328785
  33.640015   26.649477   26.079332   21.720413   19.580637   15.17898
  27.509245   29.059427   19.027922   16.642849   12.573601   11.129437
   3.0002458   4.794007    7.1746783   4.929581    8.699284    8.147587
   6.0546656   9.180671    9.51138    10.068122   12.0043745  17.847494
   4.412731   10.476572    6.611966   10.066302    6.6582513  11.246381 ]",3865.2863620394014,62.17142721571865,1.193714226828111,5.273459307719852,weighted6,1
2,"[ 15.343325    7.153038   14.45678    25.690344   28.65483    23.780462
  29.33905    36.927216   41.798172   43.523434   51.87785    61.555138
  58.449978   66.06152    69.81989    81.9242     81.645996   89.13179
  93.95361   103.98656   106.80139   107.45217   110.93879   115.11365
 128.1968    135.62721   133.78813   139.07877   147.73732   155.40753
 149.56358   152.858     156.70981   166.89851   164.55919   158.9658
 163.31624   165.42644   169.8277    173.26733   178.98782   174.79698
 174.5292    173.70877   178.47699   172.16623   162.51727   162.28326
 164.19643   163.91736   153.98038   157.68172   155.9326    149.51967
 143.8341    133.65706   139.58098   126.3177    123.814644  123.103195
 117.97951   117.70525   109.23742   112.241394  107.786736  108.05867
 106.71156   102.43288    97.52955    93.07996    88.585526   91.83414
  81.84777    76.66902    71.63651    75.605835   65.23271    72.983315
  72.42123    60.604298   53.25614    56.53604    53.57773    40.846554
  37.08055    38.095364   25.345371   38.014202   36.510353   46.09953
  33.43369    26.592636   26.194704   21.794048   19.829084   15.693469
  28.015476   29.464378   19.519138   17.06363    12.951541   11.678764
   3.3709652   5.090053    7.365523    5.0924416   8.637243    7.878211
   5.8808265   8.752385    8.782905    9.073742   10.9640875  16.466925
   2.8285475   8.666302    4.574379    7.8096013   4.162106    8.466518 ]",3306.1847394022084,57.49943251374059,1.1602327644993942,2.4238830341599185,weighted6,1
3,"[ 12.389742    4.122391   11.3652115  22.487295   25.395992   20.415636
  25.87183    33.464268   38.317474   39.981167   48.19997    57.78792
  54.57549    62.148945   65.89058    77.94177    77.696785   85.18887
  89.98472    99.97547   102.670105  103.337906  106.7891    110.92367
 124.053276  131.51164   129.62616   134.95055   143.60597   151.20995
 145.46997   148.81865   152.69373   162.90771   160.54182   154.94786
 159.21349   161.32857   165.73225   169.23383   175.04909   170.91144
 170.68817   169.86365   174.65218   168.32506   158.73798   158.56317
 160.5217    160.2517    150.47707   154.3078    152.58568   146.24329
 140.68452   130.5997    136.5868    123.3737    120.98012   120.3427
 115.28103   115.17033   106.74526   109.769356  105.44056   105.78296
 104.51229   100.22491    95.44308    91.06392    86.606705   89.96549
  80.003525   74.826195   69.84278    73.96475    63.74039    71.53038
  71.049904   59.348995   52.086655   55.452133   52.584076   39.90672
  36.11557    37.246544   24.59357    37.384727   36.020863   45.645317
  33.00883    26.28618    26.023272   21.60617    19.78494    15.818892
  28.159988   29.537838   19.633371   17.13122    12.997688   11.853687
   3.4394186   5.1277204   7.3359127   5.0518346   8.456973    7.5688066
   5.6588655   8.3646145   8.159999    8.256473   10.124916   15.376274
   1.5857395   7.2617354   3.009479    6.1297793   2.323347    6.4501715]",2888.6455885197006,53.74612161374717,1.2141955680289853,-1.7631215462534395,weighted6,1
4,"[6.59916878e+00 1.38765499e-01 5.34856033e+00 1.63291473e+01
 1.91503048e+01 1.40611219e+01 1.94364033e+01 2.71038666e+01
 3.20112190e+01 3.36535072e+01 4.17650299e+01 5.12680550e+01
 4.80165443e+01 5.56251183e+01 5.94062805e+01 7.14243011e+01
 7.13754349e+01 7.89679718e+01 8.38092499e+01 9.38581238e+01
 9.64946213e+01 9.73018951e+01 1.00834839e+02 1.05017998e+02
 1.18297661e+02 1.25876564e+02 1.24024147e+02 1.29530121e+02
 1.38314240e+02 1.45882950e+02 1.40405045e+02 1.43953140e+02
 1.47984177e+02 1.58325073e+02 1.56005630e+02 1.50539825e+02
 1.54795380e+02 1.56971924e+02 1.61436981e+02 1.65077957e+02
 1.71094315e+02 1.67100388e+02 1.67015366e+02 1.66200455e+02
 1.71042053e+02 1.64709137e+02 1.55212250e+02 1.55116226e+02
 1.57126389e+02 1.56868439e+02 1.47266708e+02 1.51304474e+02
 1.49621719e+02 1.43328461e+02 1.37896637e+02 1.27916222e+02
 1.33957977e+02 1.20732475e+02 1.18482086e+02 1.17975006e+02
 1.13012505e+02 1.13024651e+02 1.04648384e+02 1.07712662e+02
 1.03555801e+02 1.04003967e+02 1.02783859e+02 9.84452515e+01
 9.38204651e+01 8.95696869e+01 8.51173096e+01 8.85790787e+01
 7.86274796e+01 7.34617004e+01 6.85647736e+01 7.28912964e+01
 6.28277969e+01 7.05921402e+01 7.01803741e+01 5.86844902e+01
 5.15322571e+01 5.49899826e+01 5.22379951e+01 3.95943642e+01
 3.57558594e+01 3.69997215e+01 2.44428005e+01 3.73748894e+01
 3.62177429e+01 4.58410835e+01 3.31935272e+01 2.66155853e+01
 2.64732761e+01 2.20201435e+01 2.03231316e+01 1.65544605e+01
 2.88585052e+01 3.00597324e+01 2.01217136e+01 1.74519520e+01
 1.32534666e+01 1.22738237e+01 3.60261893e+00 5.16463423e+00
 7.22947025e+00 4.85474300e+00 7.97693586e+00 6.81992626e+00
 4.98642206e+00 7.36330843e+00 6.76091719e+00 6.50733376e+00
 8.30385113e+00 1.30993156e+01 1.38765499e-01 4.42994785e+00
 1.38765499e-01 2.79541874e+00 1.38765499e-01 2.53396201e+00]",2439.93526867365,49.39570091286944,5.056069724729413,-2.541900902131933,weighted6,1
5,"[3.63546062e+00 1.38765499e-01 2.25409675e+00 1.31317387e+01
 1.59010353e+01 1.07160053e+01 1.59980030e+01 2.36764050e+01
 2.85712090e+01 3.01595650e+01 3.81468925e+01 4.75641785e+01
 4.42197304e+01 5.17958794e+01 5.55635338e+01 6.75313263e+01
 6.75327606e+01 7.51392365e+01 7.99638062e+01 8.99788895e+01
 9.25081787e+01 9.33366089e+01 9.68391724e+01 1.00987900e+02
 1.14314728e+02 1.21925430e+02 1.20036842e+02 1.25587967e+02
 1.34376495e+02 1.41885345e+02 1.36516968e+02 1.40125885e+02
 1.44187958e+02 1.54562653e+02 1.52230469e+02 1.46777832e+02
 1.50965607e+02 1.53153366e+02 1.57630692e+02 1.61341034e+02
 1.67458847e+02 1.63530991e+02 1.63500458e+02 1.62691391e+02
 1.67560776e+02 1.61222961e+02 1.51791733e+02 1.51758240e+02
 1.53817719e+02 1.53575989e+02 1.44132736e+02 1.48305130e+02
 1.46652100e+02 1.40425858e+02 1.35116943e+02 1.25225700e+02
 1.31326477e+02 1.18140030e+02 1.15996025e+02 1.15563568e+02
 1.10659019e+02 1.10818985e+02 1.02478294e+02 1.05553635e+02
 1.01517082e+02 1.02025734e+02 1.00873505e+02 9.65213394e+01
 9.20155792e+01 8.78351364e+01 8.34123611e+01 8.69786987e+01
 7.70555649e+01 7.18974991e+01 6.70477753e+01 7.15301285e+01
 6.16038666e+01 6.94079895e+01 6.90683594e+01 5.76869392e+01
 5.06062584e+01 5.41508865e+01 5.14774666e+01 3.88810196e+01
 3.50182419e+01 3.63711929e+01 2.38984909e+01 3.69340057e+01
 3.59092560e+01 4.55578728e+01 3.29379234e+01 2.64698219e+01
 2.64442997e+01 2.19725170e+01 2.03994865e+01 1.67785168e+01
 2.90900402e+01 3.02125244e+01 2.02976475e+01 1.75735340e+01
 1.33500051e+01 1.24901352e+01 3.70399880e+00 5.23221445e+00
 7.22343445e+00 4.82885361e+00 7.80844355e+00 6.51920366e+00
 4.76514053e+00 6.97255230e+00 6.13553047e+00 5.68542528e+00
 7.45465612e+00 1.19986696e+01 1.38765499e-01 3.01501870e+00
 1.38765499e-01 1.10447133e+00 1.38765499e-01 5.10054410e-01]",2102.983572141154,45.85829883610113,5.095898350957033,0.9314266018156288,weighted6,1
6,"[2.21065521e+00 1.38765499e-01 8.12683284e-01 1.16886263e+01
 1.44673357e+01 9.22128201e+00 1.44579191e+01 2.21585712e+01
 2.70614758e+01 2.86187840e+01 3.65287209e+01 4.58718185e+01
 4.24386101e+01 4.99667206e+01 5.37166748e+01 6.56505814e+01
 6.56614685e+01 7.32580795e+01 7.80534973e+01 8.80140839e+01
 9.04276047e+01 9.12120819e+01 9.46077881e+01 9.86823807e+01
 1.12005501e+02 1.19596062e+02 1.17619431e+02 1.23138306e+02
 1.31844299e+02 1.39265137e+02 1.33893478e+02 1.37476028e+02
 1.41477417e+02 1.51814209e+02 1.49400787e+02 1.43876617e+02
 1.47937729e+02 1.50051208e+02 1.54483215e+02 1.58204987e+02
 1.64345490e+02 1.60418106e+02 1.60364563e+02 1.59532593e+02
 1.64385391e+02 1.58000488e+02 1.48582520e+02 1.48574005e+02
 1.50655045e+02 1.50416397e+02 1.41086395e+02 1.45354248e+02
 1.43698059e+02 1.37518494e+02 1.32320709e+02 1.22486000e+02
 1.28641846e+02 1.15473206e+02 1.13416222e+02 1.13026764e+02
 1.08139648e+02 1.08449440e+02 1.00119499e+02 1.03163376e+02
 9.92295914e+01 9.97534103e+01 9.86678009e+01 9.43119583e+01
 8.99182129e+01 8.57873840e+01 8.13806763e+01 8.50687637e+01
 7.51895294e+01 7.00464020e+01 6.52139893e+01 6.98742218e+01
 6.00466118e+01 6.79768372e+01 6.77120438e+01 5.64050522e+01
 4.93585815e+01 5.30281906e+01 5.04032860e+01 3.78289642e+01
 3.39801941e+01 3.54462700e+01 2.30225887e+01 3.61378136e+01
 3.51960678e+01 4.48996696e+01 3.23075600e+01 2.59291134e+01
 2.60015640e+01 2.15378551e+01 2.00748138e+01 1.65462189e+01
 2.89001141e+01 2.99812469e+01 2.00721588e+01 1.73197575e+01
 1.30969362e+01 1.23275509e+01 3.49383402e+00 5.02216911e+00
 6.98276806e+00 4.59039211e+00 7.50361443e+00 6.15171814e+00
 4.47117043e+00 6.58946705e+00 5.58855629e+00 5.01459885e+00
 6.78180885e+00 1.11583128e+01 1.38765499e-01 1.97013843e+00
 1.38765499e-01 1.38765499e-01 1.38765499e-01 1.38765499e-01]",1849.6423659796335,43.00746872323031,6.186166166730216,-3.6854895125594513,weighted6,1
7,"[1.38765499e-01 1.38765499e-01 1.38765499e-01 7.69034863e+00
 1.04546032e+01 5.14454174e+00 1.03521519e+01 1.81364784e+01
 2.31083946e+01 2.46687050e+01 3.25225296e+01 4.17891045e+01
 3.83226280e+01 4.58601723e+01 4.96372681e+01 6.15512924e+01
 6.17162590e+01 6.93806458e+01 7.42079010e+01 8.41956253e+01
 8.65399704e+01 8.73785477e+01 9.07583313e+01 9.48298874e+01
 1.08234070e+02 1.15879829e+02 1.13879601e+02 1.19490944e+02
 1.28220627e+02 1.35574783e+02 1.30333435e+02 1.34011902e+02
 1.38062637e+02 1.48447861e+02 1.46015472e+02 1.40529999e+02
 1.44525604e+02 1.46611649e+02 1.51050842e+02 1.54855133e+02
 1.61113632e+02 1.57271973e+02 1.57283066e+02 1.56447952e+02
 1.61317154e+02 1.54903580e+02 1.45531433e+02 1.45574112e+02
 1.47691238e+02 1.47467697e+02 1.38272629e+02 1.42716537e+02
 1.41072739e+02 1.34929794e+02 1.29856918e+02 1.20097992e+02
 1.26308479e+02 1.13106636e+02 1.11175499e+02 1.10880478e+02
 1.06042961e+02 1.06477310e+02 9.81638336e+01 1.01185844e+02
 9.74023666e+01 9.79678726e+01 9.69308090e+01 9.25348587e+01
 8.82945862e+01 8.42670593e+01 7.98467560e+01 8.36563110e+01
 7.38170776e+01 6.87026215e+01 6.39164543e+01 6.88125000e+01
 5.90945282e+01 6.71041870e+01 6.69039230e+01 5.57490692e+01
 4.87518158e+01 5.25583496e+01 4.99973183e+01 3.74264107e+01
 3.35712662e+01 3.51492119e+01 2.27684441e+01 3.59712334e+01
 3.51654930e+01 4.48881416e+01 3.22893753e+01 2.60208836e+01
 2.61748695e+01 2.16987400e+01 2.03250713e+01 1.69049034e+01
 2.92463131e+01 3.01882324e+01 2.02130241e+01 1.73234138e+01
 1.30587912e+01 1.24088287e+01 3.39272952e+00 4.83747101e+00
 6.69602871e+00 4.23283815e+00 6.95126581e+00 5.41170359e+00
 3.79491472e+00 5.67810297e+00 4.36313009e+00 3.52327871e+00
 5.24311066e+00 9.26838112e+00 1.38765499e-01 1.38765499e-01
 1.38765499e-01 1.38765499e-01 1.38765499e-01 1.38765499e-01]",1564.4390101342892,39.55298990132464,7.1677619240363395,-4.267257226595989,weighted6,1
8,"[1.38765499e-01 1.38765499e-01 1.38765499e-01 3.23755646e+00
 5.95199251e+00 5.62295318e-01 5.71388102e+00 1.35615921e+01
 1.85789490e+01 2.01244125e+01 2.78978424e+01 3.70917702e+01
 3.35878563e+01 4.11411095e+01 4.49433899e+01 5.68295593e+01
 5.71418114e+01 6.48774338e+01 6.97346649e+01 7.97539673e+01
 8.20395966e+01 8.29619446e+01 8.63694763e+01 9.04574051e+01
 1.03961044e+02 1.11683792e+02 1.09688362e+02 1.15419716e+02
 1.24216644e+02 1.31527664e+02 1.26461662e+02 1.30269211e+02
 1.34411240e+02 1.44875626e+02 1.42460007e+02 1.37048981e+02
 1.41014862e+02 1.43122253e+02 1.47595413e+02 1.51499512e+02
 1.57901276e+02 1.54163254e+02 1.54264709e+02 1.53435852e+02
 1.58340103e+02 1.51916199e+02 1.42607758e+02 1.42709930e+02
 1.44868698e+02 1.44658447e+02 1.35603256e+02 1.40214081e+02
 1.38596649e+02 1.32494278e+02 1.27532059e+02 1.17853996e+02
 1.24111977e+02 1.10895638e+02 1.09080559e+02 1.08883934e+02
 1.04112854e+02 1.04656639e+02 9.63714752e+01 9.94030075e+01
 9.57576294e+01 9.63885651e+01 9.53956909e+01 9.09605865e+01
 8.68527374e+01 8.29234924e+01 7.85031738e+01 8.24100037e+01
 7.25918503e+01 6.74939041e+01 6.27677841e+01 6.78520203e+01
 5.82568283e+01 6.62863693e+01 6.61437836e+01 5.51433830e+01
 4.82158966e+01 5.21204262e+01 4.96401482e+01 3.70895805e+01
 3.32086678e+01 3.48870964e+01 2.25718575e+01 3.58745461e+01
 3.52216339e+01 4.49513931e+01 3.23497276e+01 2.61947403e+01
 2.64406891e+01 2.19421997e+01 2.06648388e+01 1.73821011e+01
 2.97026291e+01 3.05097733e+01 2.04979362e+01 1.74814873e+01
 1.31718206e+01 1.26483564e+01 3.44204617e+00 4.80013466e+00
 6.55101871e+00 4.02108383e+00 6.53213930e+00 4.79546738e+00
 3.24335575e+00 4.88168859e+00 3.25882697e+00 2.15179563e+00
 3.81979346e+00 7.49653149e+00 1.38765499e-01 1.38765499e-01
 1.38765499e-01 1.38765499e-01 1.38765499e-01 1.38765499e-01]",1307.1583505022738,36.154644936747395,6.644999986829476,-3.144751692669571,weighted6,1
9,"[1.38765499e-01 1.38765499e-01 1.38765499e-01 2.27452779e+00
 4.99350548e+00 1.38765499e-01 4.65705347e+00 1.25126925e+01
 1.75250530e+01 1.90357876e+01 2.67366810e+01 3.58709602e+01
 3.22841110e+01 3.97916489e+01 4.35740356e+01 5.54287872e+01
 5.57269096e+01 6.34468269e+01 6.82702637e+01 7.82338638e+01
 8.04189301e+01 8.12987289e+01 8.46125641e+01 8.86315155e+01
 1.02125069e+02 1.09825768e+02 1.07751968e+02 1.13445015e+02
 1.22166489e+02 1.29405151e+02 1.24327377e+02 1.28101730e+02
 1.32184814e+02 1.42610825e+02 1.40123550e+02 1.34641907e+02
 1.38498169e+02 1.40543900e+02 1.44974625e+02 1.48879684e+02
 1.55291061e+02 1.51541885e+02 1.51610641e+02 1.50756088e+02
 1.55642548e+02 1.49172867e+02 1.39869446e+02 1.39984863e+02
 1.42155960e+02 1.41940933e+02 1.32974258e+02 1.37647171e+02
 1.36024200e+02 1.29958649e+02 1.25079399e+02 1.15442223e+02
 1.21741478e+02 1.08547295e+02 1.06793770e+02 1.06625862e+02
 1.01867111e+02 1.02534576e+02 9.42572250e+01 9.72674408e+01
 9.36964951e+01 9.43411560e+01 9.34036789e+01 8.89693069e+01
 8.49421616e+01 8.10442810e+01 7.66442947e+01 8.06494370e+01
 7.08622742e+01 6.57707443e+01 6.10599899e+01 6.62764282e+01
 5.67665634e+01 6.48984299e+01 6.48194046e+01 5.38716621e+01
 4.69760284e+01 5.09792213e+01 4.85450439e+01 3.60192146e+01
 3.21515312e+01 3.39268188e+01 2.16611290e+01 3.50364494e+01
 3.44540329e+01 4.42372856e+01 3.16664715e+01 2.55890617e+01
 2.59258804e+01 2.14380379e+01 2.02616062e+01 1.70641632e+01
 2.94319019e+01 3.02217846e+01 2.02336121e+01 1.72131863e+01
 1.29138002e+01 1.24680033e+01 3.24049878e+00 4.61290979e+00
 6.34939814e+00 3.83527374e+00 6.30871725e+00 4.53753853e+00
 3.05241036e+00 4.63576746e+00 2.89970183e+00 1.71036291e+00
 3.38401103e+00 6.94690180e+00 1.38765499e-01 1.38765499e-01
 1.38765499e-01 1.38765499e-01 1.38765499e-01 1.38765499e-01]",1136.7942394344975,33.716379393916206,6.212792455142511,-3.3158260152662447,weighted6,1
