predict_data,mse,rmse,mape,smooth,skip,result_corr,shap
45.099705 60.77998  59.004852 47.394478 34.156    28.023886 71.90423 43.81581  72.59628  33.265614 33.88118  51.778114,1095.4072,33.09693682,0.33421382,weighted24,6,-0.090648585,0
71.88914  57.75824  67.72187  62.87596  68.27668  17.31045  50.787342 11.990228 36.7568   53.636852  9.981698 48.561417,592.9035,24.34960992,0.30798933,weighted24,6,0.650373635,0
79.757805 49.78484  73.1348   50.401657 54.709282 33.72806  51.00997 12.465203 57.52928  26.232533 31.59239  71.67492 ,335.9995,18.33028946,0.29464534,weighted24,6,0.494140198,0
 34.90754   63.954826 108.52541   27.898895  49.89376   38.264286  70.734795  11.759746  67.47621   21.68972   38.428707  48.432003,663.8686,25.7656475,0.40576914,weighted24,6,-0.158768474,0
 63.135506  74.09984  105.20982   54.03006   41.597176  42.557632  49.348076  10.394734  83.76041   18.910606  48.66047   63.752884,836.15356,28.91632004,0.37654853,weighted24,6,-0.481070881,0
64.773224 62.24801  96.03414  57.26932  48.659565 28.954622 50.07277 36.604794 76.01159  29.17134  40.178364 68.66873 ,329.63928,18.15597098,0.27129725,weighted24,6,0.380646986,0
74.25941  66.07096  92.39662  63.520416 46.691532 17.434324 49.63186 39.398785 68.70101  40.264957 29.065428 68.48676 ,760.58124,27.57863734,0.37467626,weighted24,6,-0.316659835,0
79.39166  71.98432  95.63626  61.00309  51.054375 18.913548 49.36994 27.391865 62.035084 47.244106 26.217987 58.645313,1114.2485,33.38036152,0.36858252,weighted24,6,-0.509895211,0
96.58522  76.99929  90.19627  60.99245  48.108578 35.830837 40.358913 17.645924 63.740044 46.858074 32.5482   56.58874 ,1304.3976,36.11644477,0.37876478,weighted24,6,-0.594932847,0
91.28267  76.30794  90.00851  56.554935 52.17635  32.757233 50.41171 14.129797 58.29396  40.239048 29.78546  52.94774 ,944.2651,30.72889643,0.34274742,weighted24,6,0.530552768,0
89.514114 78.41926  88.92366  55.5732   46.533436 41.707127 57.661655 13.749966 60.183117 37.207996 37.103657 52.32956 ,1280.6107,35.78562166,0.3640512,weighted24,6,-0.321817017,0
85.59872  84.978294 89.47592  58.36344  52.226433 34.85802  54.858295 13.634822 53.653316 42.2258   33.842144 48.663258,2679.0623,51.75965858,0.44164595,weighted24,6,-0.755810101,0
85.178505 83.34346  84.71859  58.06677  54.752224 44.037704 56.562515  8.495934 54.19793  43.293415 38.680134 40.275208,3411.4092,58.40726992,0.4845326,weighted24,6,-0.418044804,0
114.69141    59.885067   77.484985   73.82729    52.752953   69.49518  64.0532     -7.5213523  56.971294   67.72601    60.59747    39.584656 ,1561.1293,39.51112846,0.35461465,weighted24,6,0.533479933,0
118.741875  67.880424  70.42477   76.2821    61.72249   49.400448  58.86072   18.91241   36.742786  24.63823   42.20448   78.821945,1736.0049,41.66539191,0.36693928,weighted24,6,-0.311143912,0
83.16471  81.335075 80.15867  51.82422  58.80083  30.56419  62.706703 23.665462 41.484566 39.91266  44.79679  42.591434,3625.286,60.21034702,0.4719837,weighted24,6,-0.77490758,0
 79.063194  128.82101    77.06844    60.479885   75.82884    27.4207  47.47013    -1.5111475  36.650417   45.226566   35.611885   20.996775 ,5570.4624,74.63553043,0.5693968,weighted24,6,-0.461308975,0
104.56593   76.245476  67.703705  76.456215  64.20637   90.24415  43.163364  10.423315  57.50368   68.99002   56.957634  30.072916,2031.6382,45.07369725,0.4077144,weighted24,6,0.664839519,0
113.83214    58.70805    75.83152    89.775314   42.998726   64.90024  33.4529      6.0395403  27.246868   58.76447    44.586884   63.648964 ,3297.4329,57.42327804,0.45757937,weighted24,6,-0.179217263,0
91.16481  79.66855  69.65997  61.771755 44.931396 19.509504 51.785427 39.94317   8.72638  51.40424  45.395752 55.56323 ,6594.805,81.20840582,0.5587012,weighted24,6,-0.802234525,0
 68.4617   128.99855   75.93068   65.44178   61.713787  39.938118  42.887344  42.433144  42.592724  38.56843   45.26929   27.675165,4565.932,67.57168141,0.54277664,weighted24,6,0.658399035,0
84.31931   88.769356  81.9297    83.58599   45.942432  69.98434 26.8528     5.2490177 61.228287  97.7982    44.41171   25.26919  ,2181.0022,46.70120124,0.42423883,weighted24,6,0.458636198,0
105.65959   50.46984   68.463356  82.45164   32.028126  73.87965  49.01793   16.878805  21.722197  41.268425  61.341526  61.16199 ,2169.2307,46.57500094,0.42150784,weighted24,6,-0.122508161,0
98.33136  54.220875 79.93318  94.34598  49.964874 37.099407 41.214546 33.49629  31.258343 70.8134   55.995865 57.121105,3456.8555,58.79502929,0.46398643,weighted24,6,-0.417017002,0
80.21398  99.57167  73.76451  81.89595  52.748722 30.870996 62.36605 32.96376  43.187244 61.52773  38.717056 40.253838,4988.0815,70.62635162,0.52044857,weighted24,6,-0.537320602,0
86.59447  90.04884  67.05017  87.841934 50.011105 65.98265  63.46889 28.888731 34.735695 67.89049  55.665554 29.735806,2502.8723,50.0287149,0.44094577,weighted24,6,0.666887821,0
123.63681    73.62226    61.68833   104.095505   54.940475   61.87932  30.983877    7.1175866  37.981316   66.89345    53.648483   64.375114 ,1687.0308,41.07348003,0.39655268,weighted24,6,-0.008068751,0
96.49492  58.90177  68.846985 88.14071  39.73108  67.17989  48.924522 32.66837  29.094007 55.520515 67.68005  63.96877 ,3713.093,60.9351542,0.43115994,weighted24,6,-0.166054139,0
87.88073  88.80664  77.70461  88.906075 53.42166  21.808025 48.010754 29.914404 24.323614 56.368374 43.558697 73.0561  ,12288.753,110.8546478,0.5745971,weighted24,6,-0.83992071,0
93.998436 82.15399  68.33529  77.20306  49.042522 58.176537 49.584293 16.692572 45.5705   73.65227  64.396286 28.002981,9958.975,99.79466223,0.62404627,weighted24,6,0.549538079,0
102.68558   97.906136  81.99544  102.231026  60.59581   40.979588  26.279158   4.790569  37.57482   88.5521    27.626934  44.969147,6045.203,77.75090434,0.54993343,weighted24,6,0.417381495,0
102.94256   83.400925  72.25752   81.38129   57.690243  29.437487  49.39632   32.09179   16.325645  65.770195  41.196793  48.960106,8074.1616,89.85633879,0.58305454,weighted24,6,-0.775189984,0
106.032715 108.182976  71.67469   85.0985    65.010956  52.315773  60.902657  35.13971   26.85435   41.129135  66.312775  46.499317,8317.033,91.19776973,0.5730967,weighted24,6,-0.363107494,0
106.41018  108.377754  83.996     89.58337  110.08091   36.694496  44.55585   20.164604  32.320408  60.373787  38.379524  30.253727,4777.037,69.11611324,0.5343831,weighted24,6,0.842457843,0
95.0072   89.99507  77.30837  69.01825  86.94132  53.170147 61.023983 34.99774  37.662113 16.555367 55.939137 51.4213  ,2983.5593,54.62196743,0.44638285,weighted24,6,0.093316575,0
 64.81283  112.42116   90.330505  57.960625  95.353355  42.185833  56.210724  22.075739  37.72506   51.555332  42.397987  27.324656,6256.3394,79.09702495,0.515771,weighted24,6,-0.705574459,0
91.03416  73.24271  67.03642  70.05874  72.78061  87.59772  57.112034 37.285603 53.295086 40.196903 69.458725 38.512882,6349.4336,79.68333322,0.54977643,weighted24,6,-0.002713874,0
93.733345 63.36441  73.28412  91.03815  60.33257  89.38628  47.49634 27.03392  50.606102 66.148254 65.31688  41.59613 ,2679.7002,51.76582072,0.37764812,weighted24,6,0.560021808,0
95.13326  57.749058 72.42691  92.88059  49.019386 68.48981  51.838722 24.92194  28.961172 51.75417  71.741646 61.117985,398.3573,19.95889024,0.2512122,weighted24,6,0.464495511,0
102.32381   63.894333  69.64545   99.83335   48.54735   66.74877  42.565823  35.370102  36.781635  71.820435  77.146904  58.049877,457.7942,21.39612557,0.30192158,weighted24,6,0.454584317,0
102.67492   82.96579   79.79783  109.32607   68.56217   34.028084  33.951725  35.700977  31.390509  83.56283   42.83577   56.031376,1051.9368,32.4335747,0.50176406,weighted24,6,-0.560287207,0
100.54117   83.16589   69.16621   88.809425  56.33909   30.221468  60.580616  36.617424  33.40668   55.530235  39.58698   46.003384,452.24463,21.26604404,0.26536813,weighted24,6,0.351283747,0
89.308586 99.0604   69.353264 80.14119  58.267128 36.5635   59.091213 29.291609 44.7279   47.802277 35.715313 40.740532,734.27203,27.09745438,0.3661526,weighted24,6,-0.321210617,0
