id,predict_data,mse,rmse,smooth,skip,result_corr
0,42.084427 49.402145 39.24209  39.752575 43.96771  49.927635 41.834614 51.163494 43.719284 45.79113  38.597466 47.600983,1081.031,32.87903596,raw,2,0.22446864883747458
1,45.47097  52.818417 39.22582  40.631695 41.35077  49.31508  40.940857 47.757736 45.79769  44.351345 38.303257 45.30408 ,1117.3469,33.42673965,raw,2,-0.10691123979753281
2,44.649467 50.380756 44.294407 39.595184 42.961445 48.433865 40.292168 44.20337  45.311085 45.89066  42.383286 40.84556 ,969.32526,31.13398876,raw,2,0.26301879795216154
3,46.01007  42.253117 49.905636 46.15525  43.26646  47.03371  41.480602 49.192497 49.147793 49.981277 50.936913 42.443558,589.8023,24.28584582,raw,2,-0.2569957527369665
4,45.8877   43.86815  46.809456 47.806793 43.163002 49.329464 44.433918 50.43245  50.14673  48.818596 49.694023 47.834812,269.63278,16.42049883,raw,2,-0.5657405962783111
5,49.435192 44.54261  49.049965 47.82549  43.390923 47.58296  42.399273 51.835323 51.539753 48.70469  51.700024 47.12138 ,78.76178,8.874783366,raw,2,-0.06063777266558787
6,42.73292  47.25479  48.43301  41.898727 41.885555 47.16268  47.103107 55.85302  49.380615 50.826275 47.492767 51.50655 ,35.68925,5.97404812,raw,2,-0.13790638402416386
7,43.415344 47.116272 47.255417 38.67883  41.369205 49.592834 52.207344 57.850754 48.93725  51.03434  44.757362 50.608944,26.253145,5.123782316,raw,2,0.4266908876488872
8,43.47385  44.51507  47.332367 41.52964  41.656143 51.413525 50.659374 54.451534 46.186085 49.673977 45.746227 51.222862,23.786726,4.877163725,raw,2,0.379133246320416
9,38.450714 43.993935 46.397884 46.613255 48.797382 48.110874 45.76245 52.300175 43.31089  48.54237  45.991142 49.112457,37.5035,6.124010279,raw,2,0.45549500282619726
10,38.055546 43.597992 46.71574  50.874004 48.11715  48.343452 46.30314 53.141937 45.753036 50.75064  46.11713  49.38602 ,61.51532,7.843170266,raw,2,0.28219533834778016
11,37.886265 42.59868  45.037395 50.977425 43.899487 51.204094 46.573135 53.685127 46.12528  51.619972 46.6711   52.71567 ,120.35137,10.97047728,raw,2,0.51011632592468
12,39.798595 44.227768 43.358135 49.767487 42.239777 49.945595 44.625797 49.8596   46.54292  48.952347 46.555626 51.279922,181.96722,13.48952275,raw,2,0.431571921927943
13,36.450363 48.40595  44.059586 48.927933 44.465126 50.02991  45.119392 50.484203 43.733387 48.03995  43.580635 49.501766,200.43193,14.15739844,raw,2,0.2969706546700212
14,36.550083 47.918274 43.782143 47.527843 44.337303 51.13772  43.157684 51.331524 43.51686  48.57108  43.107086 50.542976,208.65947,14.44505,raw,2,0.14872613200689203
15,37.352013 48.141457 42.22378  47.07484  43.740013 52.666763 42.10443 50.438854 43.030537 47.365177 42.61347  51.103268,229.23509,15.14051162,raw,2,-0.07535182908039856
16,38.95977  49.09951  41.86753  46.96516  43.863003 52.27526  42.639996 50.9908   43.479874 46.38905  43.098793 50.99567 ,262.82178,16.21177897,raw,2,-0.04207984158930031
17,40.081665 49.5132   42.704494 45.59906  43.249584 52.434517 43.581436 52.94597  45.027515 47.1307   42.99474  50.515587,320.24084,17.89527437,raw,2,-0.039353807843195754
