id,predict_data,mse,rmse,smooth,skip,result_corr
0,51.19827  52.315327 50.442978 55.7359   54.511276 55.237514 48.89401 52.766037 51.98064  51.73981  52.65234  51.73566 ,511.5165,22.61673075,rolling6,1,-0.052562166861003776
1,51.508785 52.728058 50.21479  55.176422 53.704952 53.35521  49.778706 54.292484 53.233803 50.804638 52.941563 52.148624,526.0915,22.93668441,rolling6,1,0.11826367891207198
2,51.695915 52.108597 50.612045 56.23599  53.97455  54.387486 49.3374 52.603306 54.510685 50.92233  52.053913 52.22015 ,537.3962,23.18180707,rolling6,1,0.16417860503993154
3,52.841614 52.56438  52.048233 57.52902  53.036148 54.353085 48.087402 53.568314 54.66298  52.886143 52.25121  51.284023,531.56805,23.05575968,rolling6,1,0.11127362707442723
4,52.394093 53.593094 53.07663  56.07548  51.790096 52.121574 49.020824 53.830894 54.430748 51.576477 51.68296  50.422447,544.515,23.3348455,rolling6,1,0.22163881164073165
5,50.988255 54.15363  51.07982  56.049698 50.090538 52.253536 51.555077 52.875973 54.814034 51.33977  51.796516 50.127094,538.57294,23.20717426,rolling6,1,0.25480230823915884
6,54.31402  52.72779  53.673782 56.657482 50.736908 52.928745 49.457916 49.778698 53.412136 54.491947 52.21828  51.33563 ,487.64145,22.08260512,rolling6,1,0.2628832906330417
7,53.126343 51.391857 53.274723 54.70868  49.66874  52.54329  48.498447 51.073826 50.426083 54.50433  53.569042 51.454098,460.96777,21.47016007,rolling6,1,0.08125166165950254
8,51.712566 51.96484  54.205856 52.59672  51.001377 52.589363 49.616436 49.068604 48.651913 51.055058 53.537464 51.06213 ,383.2512,19.57680235,rolling6,1,0.4262331836318328
9,52.580013 53.26468  52.398464 52.579815 50.4421   54.588352 51.319202 51.96739  51.23205  51.382042 52.880203 52.63558 ,278.35458,16.68396187,rolling6,1,0.2426779266820509
10,52.82289  52.192226 53.598473 54.933598 51.954445 56.11959  53.112034 48.791687 49.339867 52.36674  49.69654  52.50238 ,177.78325,13.3335385,rolling6,1,0.3914222315540866
11,50.603527 52.129307 52.948544 53.953793 53.748802 56.303715 52.781235 54.26429  48.625156 53.295753 51.045403 53.373577,120.34423,10.97015181,rolling6,1,-0.14327716837972496
12,52.45279  51.605484 53.85975  54.014637 55.03529  54.19449  52.112488 55.295452 48.237556 53.04055  51.19134  53.433678,63.1958,7.949578654,rolling6,1,0.018699435285377042
13,51.560905 50.311516 52.379368 53.798637 56.852192 56.34948  50.487064 54.61317  45.735813 55.272545 53.69782  52.9533  ,45.52754,6.747409747,rolling6,1,-0.20459115652855173
14,51.6442   49.445    54.522186 53.920914 57.255325 55.72456  48.225853 52.292236 44.331066 54.294678 53.586346 52.522293,27.659472,5.259227273,rolling6,1,-0.08161472896679164
15,50.49911  51.86965  53.625355 53.071823 54.092445 54.437134 51.39787 52.30989  45.64008  51.57593  52.953766 50.940372,12.944393,3.59783173,rolling6,1,-0.20048580493356175
16,49.940563 52.897175 52.881638 54.34986  52.392902 55.767727 52.81832 48.917053 46.827854 50.59585  50.5212   50.061546,11.385867,3.374295055,rolling6,1,-0.48747531627873114
17,49.930794 52.286404 53.25151  54.990925 51.741596 57.979584 51.703945 49.03264  44.9874   52.956367 50.40008  48.535572,16.568438,4.070434568,rolling6,1,-0.6074104032586525
18,49.767334 51.544174 52.250412 53.957417 49.67325  56.45192  53.074863 49.78394  44.980274 52.74772  48.708992 49.083385,13.382725,3.658240665,rolling6,1,-0.4216509761340056
19,50.062317 50.264717 49.730114 52.682644 49.311504 56.97469  53.692364 49.97821  45.00371  53.184242 48.36181  49.76204 ,13.320218,3.649687396,rolling6,1,-0.1738867819020817
20,51.28074  49.304707 51.29513  52.044567 51.320984 57.30746  52.70393 47.761204 42.75972  54.28847  50.451527 50.161114,18.902285,4.347675772,rolling6,1,-0.1383429882780985
21,49.94557  48.985607 50.90523  51.872444 51.40346  57.851807 51.772232 48.961338 41.89416  53.05296  51.610424 49.185883,26.068293,5.105711764,rolling6,1,-0.13338299544024337
22,49.89634  52.025333 52.437492 52.893005 50.500877 55.945732 53.79679 47.955433 42.90623  50.759975 50.25875  47.62803 ,42.105385,6.48886622,rolling6,1,-0.4309019695094695
23,50.586346 54.113388 51.996788 53.772297 51.28785  56.337677 55.44306 48.40703  43.538734 49.202545 51.33306  48.501736,56.028046,7.485188418,rolling6,1,-0.4641240737583343
24,51.627293 51.536587 52.592285 55.66747  52.01033  57.078465 54.421585 47.979748 43.630497 51.331738 48.355618 49.572437,73.00866,8.544510481,rolling6,1,-0.5339076723612548
25,52.22092  51.917088 52.522915 54.625317 51.42335  55.529324 55.669357 50.055946 45.429264 50.570816 48.304237 49.505527,78.763596,8.874885666,rolling6,1,-0.6435598093385501
26,51.918285 51.592983 51.61069  55.11744  52.10042  56.484257 55.032196 51.152378 45.6158   50.84409  48.500885 49.594887,80.802315,8.989010778,rolling6,1,-0.5328795853019875
27,51.837917 51.480614 51.2466   55.597496 52.548187 56.94763  54.611046 52.18282  45.799603 50.910526 48.665245 49.896313,75.694084,8.700234719,rolling6,1,-0.29675890611792394
28,51.48679  51.448864 50.433483 55.91956  52.771385 57.416798 54.212605 53.618397 46.19181  50.762985 48.78444  50.194324,65.21157,8.075368149,rolling6,1,0.12838580092498797
29,51.191097 51.720726 49.98922  56.184677 52.997433 57.880394 53.992893 54.504185 46.86841  50.51201  48.638535 50.356754,55.273,7.43458128,rolling6,1,0.510034303165724
30,50.900467 51.88511  49.44317  56.334408 53.007538 58.489147 53.72194 55.390423 47.72728  50.489574 48.723816 50.293667,48.46767,6.961872625,rolling6,1,0.7244406387827119
31,50.338722 52.209324 49.203037 56.81847  52.94294  58.68969  53.574215 55.76598  48.377968 50.316082 48.560356 50.109684,48.69025,6.977839952,rolling6,1,0.6942431307108574
32,49.84987  53.01505  48.741653 56.91309  52.97577  58.56736  53.564358 56.895622 49.05778  49.704086 49.04101  49.9156  ,57.022877,7.551349332,rolling6,1,0.3783733400185306
33,49.684612 53.35811  48.739033 57.03303  53.2445   58.50273  53.4435 57.321445 49.30125  49.530354 49.517254 49.538372,72.49069,8.514146589,rolling6,1,-0.06614638927998798
34,49.420197 53.451424 48.7679   57.08397  53.42038  58.754654 53.202 57.771534 49.299397 49.688026 50.299248 49.090733,94.13395,9.702265162,rolling6,1,-0.48087789909375134
35,49.631767 53.50318  49.104713 57.30458  53.474728 58.395493 52.789543 58.01403  49.248177 49.971523 50.851864 48.954155,117.736595,10.85064953,rolling6,1,-0.65260459370876
36,49.82402  53.408173 49.308025 57.360184 53.958855 58.136745 52.45065 58.208416 49.028973 50.17321  51.521847 49.118603,147.2339,12.13399777,rolling6,1,-0.6368819685205737
37,50.025555 52.793224 49.83466  57.190083 54.7046   58.483932 51.50671 58.338253 48.77495  50.628624 51.853413 49.31771 ,184.08357,13.56774014,rolling6,1,-0.5266458536670957
38,50.098488 52.739494 50.48936  56.90586  54.80134  58.569103 51.189896 58.38113  48.939285 50.73381  52.005684 48.917507,225.84033,15.02798496,rolling6,1,-0.41722940231915845
39,49.770367 53.266716 50.38104  56.993923 54.575104 58.62065  51.469448 58.48465  49.165222 50.604843 52.023182 48.58292 ,269.6804,16.4219484,rolling6,1,-0.285758718504433
40,49.934578 53.893665 50.587288 57.189518 54.43381  58.276756 51.731483 58.732666 49.24248  50.500443 52.05761  48.691586,314.03302,17.72097684,rolling6,1,-0.185944005487592
41,49.890133 54.050903 50.88256  57.138786 54.517128 58.345654 51.741924 58.485703 48.395977 50.539528 52.87274  48.41994 ,365.6719,19.12254966,rolling6,1,-0.10421771845165667
42,49.762856 53.75414  51.306038 57.025517 54.17087  58.67139  51.370953 58.35095  47.585087 50.88054  53.349922 48.092335,424.00662,20.59142109,rolling6,1,-0.029853195651634218
43,50.14163  54.20094  52.01887  56.8384   53.459904 57.943512 51.70275 57.67377  47.121185 50.74012  53.581802 47.63932 ,491.68124,22.17388653,rolling6,1,-0.06456973076351086
44,50.148014 54.567623 52.335026 57.02798  53.272865 57.951687 52.228794 56.80504  46.563377 50.476425 53.646023 47.6327  ,558.81396,23.63924628,rolling6,1,-0.08888151386532378
45,50.704113 54.448055 53.34703  57.41755  53.14014  57.956875 52.397408 56.25567  46.356155 50.747177 53.125343 47.70429 ,621.1441,24.92276277,rolling6,1,-0.16908537655717903
46,51.254784 54.717247 53.99242  57.271816 52.73774  57.30585  53.02421 55.960705 46.101017 50.896816 53.046764 47.29123 ,687.664,26.2233484,rolling6,1,-0.3208489420682557
47,51.449158 54.64227  54.21983  57.244793 52.586376 56.73033  53.206417 56.1012   45.78453  51.082104 52.726063 47.429962,746.9741,27.3308273,rolling6,1,-0.42200637118575124
48,52.196415 54.747696 54.68712  57.101707 52.280643 55.399673 53.32806 56.50154  45.42327  51.20741  52.865387 48.02902 ,789.665,28.10097824,rolling6,1,-0.5050815274858129
49,52.60021  54.429367 54.754154 56.73972  52.525703 54.945877 53.31861 56.41702  44.654594 51.174133 53.46551  48.555367,820.6382,28.64678313,rolling6,1,-0.5172381738252223
50,52.624702 54.019558 54.975906 56.416424 52.81093  55.177242 52.86049 56.61067  44.33902  51.164124 53.66386  48.883823,835.9668,28.91309041,rolling6,1,-0.39838639092350153
51,52.44441  54.67801  55.000675 56.15859  52.447838 55.06063  53.242874 57.109375 44.68781  50.528717 53.768684 49.137955,834.9599,28.89567268,rolling6,1,-0.1845926638840423
52,51.775803 54.887894 54.413548 56.317238 52.439102 55.826    53.312466 57.439777 44.820843 50.16317  53.38923  49.582027,819.1086,28.62007305,rolling6,1,0.2046207094173481
53,51.491955 55.02182  54.137268 56.372643 52.628143 56.305832 53.17888 57.7822   45.219917 49.974007 53.09007  50.21496 ,785.8743,28.03345017,rolling6,1,0.38072740984433406
54,51.141014 55.051212 53.408432 56.26693  52.678432 56.838467 53.21051 58.521587 46.242245 49.78918  52.879017 50.709503,741.17755,27.22457624,rolling6,1,0.47137493438723305
55,50.862267 55.21316  52.78596  56.35205  52.670692 56.838135 52.97315 59.12516  47.328392 49.71003  52.40083  51.063747,697.6126,26.41235714,rolling6,1,0.48752494206831876
56,50.60731  56.225307 52.572296 56.11186  52.776825 56.127224 53.201015 59.15168  47.72095  48.764427 52.982876 50.842728,662.0232,25.72981137,rolling6,1,0.4462719384002822
57,50.415565 56.73012  52.34442  56.155334 52.793808 55.86932  53.714302 58.948483 48.112637 48.171833 53.170364 50.653244,632.21576,25.14390104,rolling6,1,0.35490823353822587
58,50.911804 57.07696  52.730797 56.392365 52.395096 55.317066 54.486973 58.568325 48.98542  48.26008  52.791943 50.362423,605.6609,24.61017856,rolling6,1,0.17713763610318797
59,51.25771  57.14834  53.058918 56.478806 52.419853 55.116535 54.59657 58.08642  49.15339  48.56179  53.137093 50.008915,599.3817,24.48227346,rolling6,1,-0.08257380136847023
60,51.695423 56.59754  53.39868  56.47991  52.607674 54.887207 53.910797 57.835747 49.30927  49.00213  53.14967  50.214504,620.68854,24.91362153,rolling6,1,-0.33323525140167826
61,52.369804 56.147312 53.805485 55.751514 52.844578 54.60906  53.468502 57.12738  49.70805  49.28201  53.125256 50.0697  ,675.2229,25.98505148,rolling6,1,-0.5123080270493287
62,52.268818 55.784325 53.766888 55.5      52.96755  55.166656 53.172924 56.289146 50.05298  49.724247 53.183548 49.66052 ,761.19025,27.58967645,rolling6,1,-0.6588626959910098
63,52.086315 55.895912 53.645813 55.67443  52.863827 55.51852  52.65537 55.975563 50.34197  49.92999  53.04671  49.090908,876.6079,29.60756508,rolling6,1,-0.68033022442203
64,52.086548 56.518528 53.17888  55.8189   52.62656  55.126263 52.604557 55.988396 50.494953 49.736782 53.33441  48.868263,1019.36395,31.92747958,rolling6,1,-0.611748022447526
65,52.158035 56.104053 52.901535 55.853127 53.23649  55.464615 51.672295 55.762077 49.73698  49.99938  53.907444 48.964214,1190.782,34.50770903,rolling6,1,-0.5410461042099272
66,52.49048  55.508274 52.9794   55.49908  53.481804 55.49495  50.847786 56.079952 49.105827 50.56362  54.307407 49.108208,1385.5283,37.22268556,rolling6,1,-0.4640840615976888
67,52.423473 55.500713 52.734707 55.226658 53.41144  55.596565 51.322483 55.91746  48.689972 50.223503 54.412758 48.861782,1610.4899,40.13090914,rolling6,1,-0.43450206860562823
68,52.352318 55.838245 52.63826  55.4401   53.299305 55.93451  51.99625 56.211506 48.524384 50.19662  54.255836 48.96022 ,1836.4639,42.8539831,rolling6,1,-0.4117562818883472
69,52.871544 56.103024 53.2851   55.63928  53.264465 55.767227 52.652855 56.03332  47.975697 50.0713   54.33588  48.89812 ,2077.8584,45.5835321,rolling6,1,-0.47121000965766924
