id,predict_data,mse,rmse,smooth,skip,result_corr
0,42.152824 38.22497  39.655304 42.050262 47.638275 36.410645 41.87538 39.414635 39.03052  37.062504 41.963787 40.17587 ,1079.3313,32.85317791,rolling6,3,-0.20210518592737675
1,46.194492 36.51916  35.388107 44.31867  46.169033 36.86974  44.02253 38.704468 39.813046 36.039494 40.81524  40.934517,1227.1085,35.03010877,rolling6,3,0.008803975824289184
2,44.19464  41.23147  37.531025 40.080597 43.19102  36.787598 42.56586 37.22445  44.02352  37.205395 37.976665 43.55309 ,1106.8817,33.26983189,rolling6,3,0.015860620347103963
3,44.492306 41.642406 42.733307 40.083042 41.81084  40.10757  40.201973 36.994587 46.553936 37.2113   37.18672  46.4     ,632.8357,25.15622574,rolling6,3,0.23397040391400994
4,40.87669  43.94008  41.507767 39.452244 39.85153  39.122665 43.11335 40.968815 44.96821  39.030907 39.123882 44.172997,244.59492,15.63953084,rolling6,3,0.06165759499132978
5,45.491993 41.78494  38.832596 41.66301  40.782036 40.775284 43.2874 42.721413 45.621246 38.946796 41.658302 42.89025 ,87.18099,9.337076209,rolling6,3,0.3472603954399575
6,45.04743  41.755447 38.64709  43.404156 44.121536 40.890804 44.11586 41.07797  45.66789  40.988804 39.947792 41.02673 ,77.92701,8.82762763,rolling6,3,-0.18311505461192976
7,47.263313 38.589016 41.02208  42.59779  48.127895 38.657288 45.658447 40.90878  47.12351  36.22379  41.734543 48.34838 ,109.754486,10.47637753,rolling6,3,0.1291388888587192
8,45.18546  41.08258  41.500942 40.62153  44.50351  39.23139  47.555702 40.555347 48.64482  39.412716 43.80114  46.560883,183.96382,13.56332634,rolling6,3,0.23426142029369404
9,44.06816  40.801983 40.250217 40.79194  43.51711  39.58299  43.691517 40.40162  50.126324 39.232155 44.011875 45.527283,265.05676,16.28056396,rolling6,3,0.2541633027463494
10,42.64386  40.36252  40.803085 40.292656 44.40029  38.935894 41.31311 40.313515 49.316784 37.870197 44.060112 44.32935 ,302.681,17.39772973,rolling6,3,-0.18928138693188526
11,41.980053 40.100807 41.457138 40.77724  46.50642  37.783215 40.918816 40.583473 48.58939  36.616238 42.984787 43.304024,323.62814,17.98966768,rolling6,3,-0.0316223321213962
12,41.96954  40.46375  42.759304 40.651497 46.996967 37.441414 40.67367 40.601936 47.746986 36.123344 42.659386 42.525856,417.41382,20.43070773,rolling6,3,0.0123802873909864
13,41.922016 40.73491  42.684517 40.768383 46.29798  37.881794 40.25844 40.64224  47.718098 35.442802 42.164333 42.25026 ,653.8583,25.57065264,rolling6,3,-0.07653681089345349
14,42.231354 40.647114 42.49781  40.628395 47.571644 37.8748   39.94796 42.12813  47.21692  35.116863 41.899048 43.40146 ,953.7736,30.88322555,rolling6,3,-0.03812001275114521
15,43.50932  40.110462 42.93002  41.90262  48.456215 38.637135 40.29524 42.769733 47.114124 35.163395 42.079205 44.881115,1233.1943,35.11686683,rolling6,3,-0.004478753149627838
16,43.12946  40.49806  42.500515 42.32931  48.044285 39.723106 41.562115 43.799152 47.677498 35.911343 41.754745 45.19651 ,1444.8751,38.01151302,rolling6,3,-0.06313665434587665
17,42.291874 41.382168 42.216705 41.400875 45.845825 40.64808  41.05066 42.802666 50.389904 36.41734  41.81391  45.534702,1519.3644,38.97902487,rolling6,3,0.06573588633155397
18,40.791904 42.285408 41.741116 40.6739   44.730515 40.114372 40.83131 42.43806  50.28391  37.86374  41.69483  44.92837 ,1446.7513,38.03618465,rolling6,3,-0.12505642306766246
19,41.22834  41.837242 41.700592 41.481216 46.179173 39.165627 41.734074 43.18809  50.008465 37.180195 40.639076 44.751106,1286.923,35.87370867,rolling6,3,-0.1231204184614137
20,41.098724 41.910442 42.453285 41.446255 45.841534 39.032593 41.951912 42.628227 48.585632 37.075954 40.694885 43.828014,1265.7235,35.57700818,rolling6,3,-0.07874908105987272
21,41.754128 41.05345  41.935947 41.60028  45.655346 39.33337  42.00339 41.300816 48.915524 37.276104 40.79902  43.65218 ,1571.2775,39.6393424,rolling6,3,0.004272335383807627
22,42.65731  40.30589  41.988556 41.390514 47.19266  39.89606  41.979286 42.00594  48.719894 37.481625 41.20042  44.503788,2198.6707,46.88998458,rolling6,3,0.0814990057675157
23,42.48112  40.265263 42.235863 41.986755 47.937767 40.229652 41.731056 42.259983 48.97849  36.8025   40.567074 44.897858,3090.3372,55.59080102,rolling6,3,0.06259734982742594
