id,predict_data,mse,rmse,smooth,skip,result_corr
0,49.277943 55.4508   51.67946  45.358242 46.623505 49.710915 41.201767 43.924305 44.27526  50.163925 45.40817  43.31279 ,950.77814,30.83469048,rolling3,2,-0.6113710336166256
1,49.86817  55.11721  51.670155 42.29165  44.270023 45.857956 42.471127 42.082497 41.090897 47.900406 45.33442  41.839363,1025.5826,32.02471923,rolling3,2,-0.326028629080444
2,48.74973  51.602425 50.213646 41.72343  44.059868 47.159294 42.352474 41.88936  42.308655 46.77552  47.98348  40.37883 ,934.99335,30.57766092,rolling3,2,0.30483818142288605
3,47.348976 48.54153  49.354366 42.44492  41.171677 44.002575 44.97293 44.667248 43.793804 43.280766 48.172943 46.737846,739.897,27.20104727,rolling3,2,0.2256342974195295
4,47.24767  54.248566 53.8708   42.61558  42.93465  41.934303 45.930153 45.655476 43.951107 42.866863 43.803204 47.304775,353.9045,18.81234995,rolling3,2,0.5880666683849911
5,47.586674 51.05573  52.341324 42.26941  46.954437 37.481503 47.663445 45.29375  45.211994 40.259632 46.314983 44.21546 ,153.12363,12.37431318,rolling3,2,0.5172144013706036
6,49.516514 49.728027 49.3327   41.322723 48.00283  38.04957  46.645775 47.14303  48.225674 39.90698  48.26862  44.52269 ,54.08923,7.354538027,rolling3,2,0.46928903641606334
7,50.755226 51.13022  48.558125 42.45827  46.293507 38.960464 48.436268 47.575706 46.61382  39.317154 45.555553 47.770916,28.138168,5.304542236,rolling3,2,0.5649227669823469
8,49.110054 50.01     50.724907 42.027756 44.294075 37.008854 48.032257 49.335842 44.40989  37.929596 46.377106 48.90908 ,44.785034,6.692162145,rolling3,2,-0.20462652932705913
9,47.09979  50.013912 53.26024  42.954304 46.32143  38.619656 47.400852 51.68645  45.921116 39.67142  50.175137 49.99444 ,40.086002,6.331350752,rolling3,2,0.018877801652723625
10,50.445293 53.268314 52.459095 46.718674 43.862244 37.456413 47.5085 51.185593 46.7133   41.968845 51.615112 50.899414,50.593014,7.112876617,rolling3,2,0.08304477487261039
11,50.84884  54.6392   52.60066  47.149307 45.855747 39.522003 46.301468 48.70165  48.89273  43.503834 49.25902  47.289745,100.84826,10.04232339,rolling3,2,-0.20495880618290546
12,51.464832 53.646866 52.505157 45.48343  46.514507 38.193165 47.04197 48.051624 46.425434 41.52487  49.948357 48.941853,174.12367,13.19559292,rolling3,2,-0.25173223291928093
13,52.742226 54.28422  53.137123 46.139214 44.85168  37.008484 45.76093 49.584682 45.537724 41.889412 49.523342 48.769703,204.6443,14.30539417,rolling3,2,-0.4794287008794718
14,52.211998 54.040646 52.22648  45.26078  44.681076 37.82154  46.033924 49.881725 45.851234 41.21324  49.73178  49.424305,203.78017,14.27515908,rolling3,2,-0.48848686413747266
15,52.772366 55.166878 52.78529  45.684563 44.639076 37.283356 45.167934 49.567207 46.296448 40.89519  50.099205 50.286438,189.30528,13.75882563,rolling3,2,-0.22594408277330813
